index,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,pct_helpful_votes,is_helpful,is_positive_sentiment
16311,US,15766836,RPBBC4K1L8LMG,B00VRE9LYE,532164401,Disciples,Digital_Video_Download,3,1,2,N,Y,"Not terrible, worth a watch","Definitely different, which isn't a bad thing. I thought the storyline was pretty original and memorable. To bad a studio with a bigger budget didn't take interest in this, cause I think it could have been awesome. Bigger budget, better everything, makeup,effects, wardrobe, cast and crew. But all things considered I liked this movie . Horror is a tricky genre,  and I found this more a thriller or sci-fi than horror.",2015-08-30,0.5,False,0
16168,US,6107516,R1DG2PDJHX3STY,B009EE6TU8,374170167,127 Hours,Digital_Video_Download,4,1,1,N,Y,Four Stars,Good show really enjoyed it and the story and the end when the showed the real people involved,2015-08-30,1.0,True,1
3082,US,1774236,RGN55D1YIZE0Y,B000P407PE,532230162,Charlotte's Web (2006),Digital_Video_Download,5,2,2,N,Y,Adorable,"My 4 year old son loves the original cartoon and we had to buy the new updated version. He loves it! It's adorable, he loves it so much, he can watch it on repeat for days. Momma loves it too!",2015-08-31,1.0,True,1
3859,US,45568399,R1Y4VJNI22B7KP,B0077QIHIC,479331647,Eastbound & Down: Season 1,Digital_Video_Download,1,1,1,N,Y,Will Ferrell junk,So stupid I had to watch the entire series. Typical Will Ferrell garbage,2015-08-31,1.0,True,0
4662,US,52797799,R3DVLP53I0I24X,B007BECIVC,992257879,Happy,Digital_Video_Download,3,1,2,N,Y,"Some Food For Thought, Not Life Changing","The basic message of this movie is focusing on satisfying your spiritual needs will make you happier than focusing on satisfying your material needs. This not really a groundbreaking idea, but the movie did make me stop and think about my priorities. Ultimately though the movie offered little beyond that, as their examples of happy people were a woman in Denmark who moved into a commune, a man who gave up his life to take care of the terminally ill in Kolkata, India, and an excruciatingly long sequence of elderly women in Okinawa, Japan who were happy because they met each other regularly, lived off the land, and took care of each other's grandchildren. Obviously nobody is going to be in these extreme situations, I wish the movie had focused more on how average people had improved their happiness. The other message was that surrounding yourself with family constantly would improve your happiness, but I can't stand most of my family members, so what do you do then? Movie had a lot promise, but ultimately delivered an overly simplistic message. Needed more depth, and more realistic examples of how people could improve.",2015-08-31,0.5,False,0
19517,US,40568816,R3GUU0RSY2C92T,B00I8R5XFY,141842935,The Visitant,Digital_Video_Download,4,3,3,N,Y,Sooo Scary,"I enjoyed the visitant, it was so scary.",2015-08-30,1.0,True,1
9578,US,48618799,R3TUMWZHWRLK5D,B011KK85FU,633716666,The Longest Ride,Digital_Video_Download,3,1,1,N,Y,Three Stars,A,2015-08-31,1.0,True,0
11929,US,14659065,R1X1WSPOTEI3C8,B00WLFCOF6,697885595,Divas,Digital_Video_Download,3,2,2,N,Y,Three Stars,This movie was a let down and I sure wouldn't rent it again. Didn't even finish watching it.,2015-08-31,1.0,True,0
18032,US,45118102,ROLTXGKKBR382,B003ITIQ88,314605467,Hachi: A Dog's Tale,Digital_Video_Download,5,1,1,N,Y,Five Stars,Excellent family movie,2015-08-30,1.0,True,1
7796,US,44823519,R23105AN1OU1TX,B00W62S8G8,656137880,The Kitchen (English Subtitled),Digital_Video_Download,4,2,2,N,Y,Four Stars,Well Done !,2015-08-31,1.0,True,1
1184,US,15576148,R3MZQDL6SZ4BP6,B00NI7F7QY,377710098,Haven Season 5,Digital_Video_Download,5,2,2,N,Y,Thank you SyFy for another great show!,"Love this show! I got hooked by accident looking for something to watch on Netflix and stumbled upon this little gem of a show. Syfy definetly got it right with this one, good mix of characters and entertaining story lines. If you're looking for a good syfy/mystery show, Haven is a great place to start!",2015-08-31,1.0,True,1
158,US,45317707,RVJDKVA0RL8IL,B00VJ04TH0,758289517,Star Wars The Digital Six film Collection,Digital_Video_Download,5,1,1,N,Y,Five Stars,"awesome, awesome, awesome",2015-08-31,1.0,True,1
12987,US,18137458,R1TRC0O22SR8WZ,B00VKVCFGA,879531173,Taste of Australia,Digital_Video_Download,4,1,1,N,Y,"Travel, Food and History",A delightful way to learn about Australia. I especially enjoyed seeing some of the lesser known areas and different ways of cooking.,2015-08-31,1.0,True,1
2921,US,16529797,R2YND20OPZLSL4,B01148C32E,418143381,The Drop Box,Digital_Video_Download,5,1,1,N,Y,Five Stars,Very touching and inspiring. A testament to the value of every life.,2015-08-31,1.0,True,1
16304,US,25057167,R32MCR5XNLPKT9,B011BG00BA,659146207,What We Did On Our Holiday,Digital_Video_Download,5,1,1,N,Y,... and then wraps everything up at the end is great. Classic British humor,The way the story builds slowly and then wraps everything up at the end is great.  Classic British humor.,2015-08-30,1.0,True,1
15293,US,46512873,R3V230A7PL6QAY,B00XOXDXV8,895883504,Mad Max: Fury Road,Digital_Video_Download,4,1,1,N,Y,Good movie. Tom Hardy is hot as always,Good movie.  Tom Hardy is hot as always.,2015-08-30,1.0,True,1
5331,US,38457297,R2U4KJM53XQI3T,B00NSGE4BO,817978738,Blue's Clues Season 6,Digital_Video_Download,5,2,3,N,Y,Thumbs up for the new character Joe!,"Season's 5 and 6 with the new character &#34;Joe&#34; are the favorites with my two little girls. The songs are catchy and fun, as well as easy for toddlers to pick up.  &#34;Joe&#34; is engaging and, frankly very entertaining to watch even for adults.  It almost feels like watching theater because of how animated he is.",2015-08-31,0.6666666666666666,False,1
11565,US,42833944,R1OP5AM5BXAVSX,B012FJMPLK,831896238,Dark Was the Night,Digital_Video_Download,3,1,2,N,Y,Worth Watching,I love horror movies but typically stay away from mythical creature flicks. This movie was surprisingly entertaining and very well acted. The premise behind the creature stalking the small town was believable and palatable. I did not care for the ending.,2015-08-31,0.5,False,0
10690,US,23493645,R489G4AW444KC,B00MYLGO58,31997585,Amazing Race 5,Digital_Video_Download,4,1,1,N,Y,Pretty good selection of,"The teams are quite balanced. From season 5, now contestants cannot do more than 6 roadblocks. Earlier the stronger person of the team did all the roadblock. This new twist adds more challenge. Pretty good selection of candidates",2015-08-31,1.0,True,1
16630,US,29364005,R1UVSV6P7ECDTP,B00I3MOM7Y,772372360,Wishenpoof Season 1,Digital_Video_Download,5,2,2,N,Y,My 6 y/o daughter loves this show. I would ...,"My 6 y/o daughter loves this show.  I would have to believe that it is the product of market research on a target audience of girls my daughter's age as it has fairlys, unicorns, mermaids, majic etc... Everything she loves.  It also appears that amazon has listened to earlier reviews and addressed the wishing aspect by having Bianca go beyond just waving her wond to solve problems to verbally working them out w/o the use of majic.  Well done Amazon; my daughter eagerly looks forward to more episodes.",2015-08-30,1.0,True,1
11480,US,49939172,R3PODNSLW9GTP0,B008ROVTEW,971526666,Space Jam,Digital_Video_Download,3,1,2,N,Y,"it's perfect, and MJ is actually good at cartoon movies","its definitely not oscar material, but it was not intended for awards, so for entertainment, it's perfect, and MJ is actually good at cartoon movies ...",2015-08-31,0.5,False,0
18082,US,46297197,RCLSXG57KOA6K,B00VREAWU6,893365416,The Last Time You Had Fun,Digital_Video_Download,5,4,4,N,Y,More thought provoking than funny,"This movie had some funny scenes but I wouldn't watch it expecting a feel good comedy. It is thought provoking and interesting and the characters seem likable but real. I enjoyed it, but the real reason I gave it 5 stars is because a week after watching it I am still thinking about it and wondering what happens to the characters next.",2015-08-30,1.0,True,1
7625,US,12047378,R2BSQC9CWH1SAN,B00DHNAQ2Y,245425611,Evil Dead,Digital_Video_Download,1,2,5,N,N,... fan of the original be warned you might not like this.,If you're a fan of the original be warned you might not like this.,2015-08-31,0.4,False,0
9284,US,3340020,RFXS9S7XOL95G,B00VRE9W7K,831177828,A Most Violent Year,Digital_Video_Download,4,1,1,N,Y,Four Stars,Very solid acting performances throughout!,2015-08-31,1.0,True,1
18671,US,11432248,R2ZX833YT86BXS,B00XCXJBHA,875825507,"Monster Truck Classics - Battle, Return & War of Monster Trucks",Digital_Video_Download,5,1,1,N,Y,Five Stars,its our grandsons favorite show!!,2015-08-30,1.0,True,1
15683,US,17953678,RM3SURYF3068Y,B0112SYRUM,421385979,"Fear the Walking Dead, Season 1",Digital_Video_Download,2,1,2,N,Y,Two Stars,I hope all teenagers get eaten in episode 2.......,2015-08-30,0.5,False,0
2496,US,30098089,R3JWHV6N8LP9CV,B00OI7J214,508286989,If I Stay,Digital_Video_Download,3,4,4,N,Y,"Chick flick taps into that old heart ache: Do I ""go"" or do I ""stay""?","If you are over 18 this film will not work for you. I turned from Stephen Greenblatt's book, &#34;Swerve&#34; for a break but this film lacks swerve, lacks a solid script and experienced enough actors to bring it off.  The parents are nicely played, always loving, always fun but the script isn't heavy enough for novice actors to &#34;create&#34; weight enough and lift their burden as creators to the level of art. The &#34;swervy&#34; conclusion, unfortunately, does not justify the hour or so investment getting there. It's an old gimmick captured years ago in a better way by Ambrose Bierce's &#34;An Occurrence at Owl Creek Bridge.&#34;",2015-08-31,1.0,True,0
15822,US,5710774,R8Q2PUPUHJYFK,B000ICXQS8,441164028,Brokeback Mountain,Digital_Video_Download,5,1,1,N,Y,Good movie,"Am I gay now? I watched this movie and I'm gay now, ha ha all jokes aside this was a good movie, had to watch it for a psych class.",2015-08-30,1.0,True,1
9940,US,26471121,R2ZXL9IW9OPTWK,B00YBIHFAA,553247113,"The Island, Season 1",Digital_Video_Download,4,1,1,N,Y,The camera guys prove their worth,You really can't tell who would stay and who would go in the beginning. The camera guys really are the best part. Much respect to them.,2015-08-31,1.0,True,1
13116,US,19529312,R2CFKU7WBMIHRV,B002VRNR1Y,541531065,The Shining,Digital_Video_Download,5,1,1,N,Y,Five Stars,One of Kubrick's masterpieces.,2015-08-31,1.0,True,1
166,US,22113446,R2W4E4P5VQVTH2,B0077QIHIC,479331647,Eastbound & Down: Season 1,Digital_Video_Download,1,1,2,N,Y,Horrible,I though the show was stupid. I only watched episode 1. It was an hour of my life I'll never get back.,2015-08-31,0.5,False,0
17674,US,15411253,R3FCYOCEGF7V7U,B00QD7D4WA,736462633,"Objective, Burma!",Digital_Video_Download,5,1,2,N,Y,A must see black and white WWII Action film!!,"Objective Burma is one of those black and white war films that I would say is excellently directed.  Made in 1945 with Filipino actors that portray the Japanese Army in Burma, it is about as realistic as it could be filmed given the US was still in a shooting war with that nation.  The acting, direction and plot were all great.  Errol Flynn gives his usual tough guy performance as well as sharing his tender side which he did for the ladies that were watching this film.  If you want to see a great movie, check this one out.  A must see movie in my humble opinion.  You'll love it!!!!",2015-08-30,0.5,False,1
5123,US,26433368,R21FSVZHM145TM,B010AI9YCG,420702117,"Extant, Season 2",Digital_Video_Download,1,1,2,N,Y,Really poor acting. Story has become so predictable,"Halle Berry has two emotions, concern and anger. Really poor acting. Story has become so predictable.",2015-08-31,0.5,False,0
5298,US,16882474,R1BDHW0CQ87HKO,B003QTSMXE,155319368,Wall-E,Digital_Video_Download,5,1,1,N,Y,Five Stars,Excellent film; we really enjoyed it.  I'm surprised we hadn't watched it earlier.,2015-08-31,1.0,True,1
17369,US,50111978,RMW1S9IIHVTV4,B00XBUG302,193081350,Welcome to Me,Digital_Video_Download,3,2,2,N,N,"There are some laugh out funny moments, but...",I don't believe Kristen as these &#34;crazy&#34; people she's been playing lately. Her performance doesn't ring true to me. The talented supporting cast is given very little to do.,2015-08-30,1.0,True,0
15183,US,17680973,R2XCCFCQ4W3T76,B009PPJT80,498131692,A Paralyzing Fear: The Story Of Polio In America,Digital_Video_Download,5,1,1,N,Y,I'm so glad I watched it!,"I am a child of the 70s with a mother from the 50s. We had a relative who had polio as a child, she was an Aunt of my grandparents. I didn't realize that there were pretty much three strains of polio, and that there were two vaccine types. I have children of my own and I made sure they were vaccinated, but only because I was vaccinated. I will have them watch this (it's not overly frightening) with me soon... I'm so glad I watched this. It was an eye opener - and it included interviews with people who had polio, or had family members with polio...",2015-08-30,1.0,True,1
8336,US,14971009,RUHGFODP82DZ3,B00HFNK2BC,464233603,Flashpoint Season 5,Digital_Video_Download,5,1,1,N,Y,We really enjoyed watching all of the episodes and are sorry that ...,"We really enjoyed watching all of the episodes and are sorry that there are no more to watch.  The episodes were riveting, frequently involving moral dilemmas that provoked a great deal of thought.",2015-08-31,1.0,True,1
17729,US,36958836,R2S1PMMT9IR8NK,B005M4GJDQ,578006102,"Blue Bloods, Season 1",Digital_Video_Download,5,1,1,N,Y,worth the time,Best since NYPD Blue,2015-08-30,1.0,True,1
18232,US,27593001,REXRYYZCML9CV,B00XBUJC6O,676201781,Fifty Shades of Grey,Digital_Video_Download,1,1,1,N,Y,Don't waste your time or money.,The acting is atrocious. The diologue is even worse!<br /><br />I never knew that a movie that showed so much boob and sex could bore me so much!,2015-08-30,1.0,True,0
7201,US,35798587,R1ZGST04FM222Y,B00CLNVUPS,800327673,Murder By Decree,Digital_Video_Download,3,1,1,N,Y,"Don't Bother, Sub-Routine Holmes Pastiche","They got quite a few very good actors into this turkey, but it still could not fly. Some of Plummer's and Mason's worst work.",2015-08-31,1.0,True,0
17207,US,552667,R37YWUGSJ2Z6TT,B008DF1CKQ,724755530,Nashville,Digital_Video_Download,5,1,1,N,Y,Five Stars,Best movie ever,2015-08-30,1.0,True,1
18490,US,23483665,R39T7Q232SF3L7,B00YK86X22,532541490,Spirit Stalkers,Digital_Video_Download,1,2,4,N,Y,One Star,UGH!,2015-08-30,0.5,False,0
7693,US,12667890,RZDKMSXFZBJI7,B00S4P24GQ,469315536,Fortress,Digital_Video_Download,1,2,3,N,Y,Unable to give 0 stars,"OK plot, lousy acting....",2015-08-31,0.6666666666666666,False,0
574,US,21884627,R27BTLIT7ISG,B00I3MOU4Y,933409825,Gortimer Gibbon's Life on Normal Street - Season 1,Digital_Video_Download,5,1,1,N,Y,Terrific Stories and Well Developed Characters,"This a fantastic new show. The writers strike the perfect balance between the believable fears and fantasies of our childhood years and the wonders of growing up. They were smart in not trying to make this story about special effects or action, but about characters, stories, and lessons on youth. My eleven year old daughter and I made this one of our most favorite before bedtime things this summer. We truly hope there will be a next season.",2015-08-31,1.0,True,1
4223,US,44313255,R1AN911YELTICY,B00A7I6NYC,532482841,The 40-Year-Old Virgin (Unrated),Digital_Video_Download,1,1,2,N,Y,Crude,not a prude- but crude to a point of disgust,2015-08-31,0.5,False,0
2322,US,50139522,R1IIBBLR2NPB30,B00TYBB0NC,751124848,The Shift,Digital_Video_Download,5,1,1,N,Y,Five Stars,Great movie. Social concerns addressed about dying with dignity,2015-08-31,1.0,True,1
10627,US,549898,R1SXJCBWI4XCVB,B00XOX78PK,743135892,Gett: The Trial of Viviane Amsalem (English Subtitled),Digital_Video_Download,1,1,6,N,Y,"Boring, repetitive and monotonous","Boring, repetitive and monotonous.  While strongly feminist in its message, it is still only of interest to an Orthodox Israeli audience.  For the director to ask viewers to watch the entire movie, regardless of well it may mirror actual life; regardless of it's conclusion, is ask far too much.",2015-08-31,0.16666666666666666,False,0
3408,US,52980245,R3BD34L7CDSCG,B00MR9UY8A,123599100,Hand of God - Season 1,Digital_Video_Download,1,3,7,N,Y,One Star,I had to quit watching it because the main male character used God's name in vain.,2015-08-31,0.42857142857142855,False,0
6654,US,50666916,R20BT9QG5H67FA,B00D6C53FG,14311249,The Battery,Digital_Video_Download,1,1,4,N,Y,One Star,Pretty goofy,2015-08-31,0.25,False,0
13927,US,15925776,R1IV0AS7MLFTVN,B00J2PF5FE,172799737,Frozen (2013),Digital_Video_Download,5,1,2,N,Y,Better than a disc !,"Got it on Amazon instant video. Streams fine, no complaints with freezing, pausing, loading or audio. Daughter loves the movie... is also less expensive than the DVD and Blu-ray; and you don't have to worry about losing it or getting the disc scratched.",2015-08-31,0.5,False,1
5982,US,52058637,R1ZVZQ6K1VK6OQ,B006GLM7IK,437336348,Curb Your Enthusiasm Season 1,Digital_Video_Download,1,1,3,N,Y,Disappointed,I love humor but this is way too filthy for anyone. It's sad too because it doesn't need all of that crap to be entertaining,2015-08-31,0.3333333333333333,False,0
10424,US,41646247,R28ZBJN3ZSWDCG,B0041M4Y64,945613595,Fallen Angels (English Subtitled),Digital_Video_Download,3,1,1,N,Y,Arresting cinematography but...,"...it's not easy to follow. I appreciate the bleak characters-scape, dark tones that color the urban frames, collision of story lines, over the top shoot-outs, emotion-less world views and poignant moments of heart-breaking closeness, but it's a more of an emotional ramble than anything else. Gotta be in the mood, I guess.",2015-08-31,1.0,True,0
3336,US,39817566,R3R8PDVBH1ZVMF,B0124TM5TI,657959536,Barbie in Rock 'N Royals,Digital_Video_Download,5,10,12,N,Y,we can all get along if we try,"This is a great movie for kids.. It teaches how to compromise ,caring ,sharing and no matter our backgrounds we can all get along if we try",2015-08-31,0.8333333333333334,True,1
18501,US,23815976,RAQECAHOJPZQE,B00Z9NZBN4,63944908,Kingsman: The Secret Service,Digital_Video_Download,2,1,2,N,Y,Disappointing use of talent,"Come on, this could have been done so much better. Colin Firth seemed like he was the only one trying to do something with his part. The others were sleep walking through this poorly written slug of a movie.",2015-08-30,0.5,False,0
14457,US,13717301,R1SA2XQWOWXZSM,B00YSLAKK2,626601829,Death On A Factory Farm,Digital_Video_Download,4,1,2,N,Y,Four Stars,Very informative,2015-08-31,0.5,False,1
18334,US,6675402,R1EI7O45WDYS1W,B00MILGKPI,600191340,Teenage Mutant Ninja Turtles,Digital_Video_Download,1,1,1,N,Y,I hate shakey cam,Ehh. Plus it has shakey cam. I hate shakey cam.,2015-08-30,1.0,True,0
10973,US,43430756,R36INXJKMIB8P7,B0115SIVU6,474911748,The Gallows - Clip: I Took That Down,Digital_Video_Download,3,1,1,N,N,BREAK A LEG,"In 1993 in Beatrice, Nebraska the high school put on a play called the gallows. An accident occurred on stage were Charlie was hung. Twenty years later that same high school is putting on that same play because it can. Football player Reese (Reese Mishler)  joins the drama club and plays a speaking role next to drama queen Pfeifer (Pfeifer Brown) on whom he is crushing. Ryan (Ryan Shoos) films the whole thing and Cassidy (Cassidy Gifford) provides some addition cleavage.<br /><br />The problem is Reese can't act so they decide to sabotage the stage so the play will be cancelled and Reese won't embarrass himself. A stage that is supposedly haunted.<br /><br />This film suffers from the same thing as all hand held camera films.  We have dark cam, the hall whispering cam, the what is that cam, the foot cam, the green cam, and the green foot cam. All this makes for a bad film. The twist at the end, I admit I didn't see coming. I liked it. The problem I had with the twist is that there is a &#34;discovery&#34; of things that happened 20 years ago, secrets I didn't think would exist in a small town where everybody knows everyone's business.<br /><br />Guide: 1 whispered F-bomb. No sex or nudity.",2015-08-31,1.0,True,0
6003,US,12272195,RCK8S9FUG4O87,B00MDCV74Q,825530326,Dear Lemon Lima,Digital_Video_Download,4,1,2,N,Y,"Light, but worth the watch","Hesitant about coming of age stories generally, and it started in a pretty textbook fashion, but there were enough twists, and substance to win me over.  A slow pace, but I was glad I watched.",2015-08-31,0.5,False,1
1581,US,51845229,R1XNBKWBP2CTVU,B006S01GH2,857923687,Amelie (English Subtitled),Digital_Video_Download,5,1,1,N,Y,but really good.,"Oddball movie (in French English sub-title), but really good.",2015-08-31,1.0,True,1
15751,US,15863156,R3I0JECA85MKSQ,B00R9TU6ZO,964246645,Augustine: A Voice For All Generations,Digital_Video_Download,4,1,1,N,Y,Fine review of life of St Augustine,Fine review of life of St Augustine.  Would have liked more examples of his writings and why they were important throughout church history. Anything with Mike Aquilina is solid.,2015-08-30,1.0,True,1
1121,US,40961241,R31EUERYORJ351,B0043M3AYY,322625395,The Ghost Walks,Digital_Video_Download,4,4,4,N,Y,"Classic ""old dark house"" shenanigans","Classic &#34;old dark house&#34; comedy. Fun dialogue, goofy ending. If you liked &#34;Hold That Ghost&#34; then you'll probably like this",2015-08-31,1.0,True,1
15420,US,13958137,RA3GPNHA5K805,B00ZVS30Q2,884987046,The Age Of Adaline,Digital_Video_Download,1,4,9,N,Y,The streaming was interrupted many times during the movie. ...,The streaming was interrupted many times during the movie. Key lines were left out. Your interruptions ruined the movie we were trying to see.,2015-08-30,0.4444444444444444,False,0
5092,US,37217710,R1FZY9YT6XWTJR,B004YZJWZG,784618243,Bloomington,Digital_Video_Download,1,2,2,N,Y,A little creepy,"First of all I'm a fan of the movie &#34;Loving Annabelle&#34;.  So the age difference I didn't think would creep me out in this movie, but it really did.  Couldn't they find an actress who didn't look so young.  The dynamic of the two lead actresses just did not work.  The older character acted more like her mom which was so gross.  The movie was also highly predictable which was another drawback.  I would save your money and watch &#34;Loving Annabelle&#34; instead.",2015-08-31,1.0,True,0
3951,US,29578198,R1O04I1SMN6M43,B00E5Q1HJS,645970389,Star Trek Into Darkness (Plus Bonus Features),Digital_Video_Download,5,1,3,N,Y,Five Stars,Good flick,2015-08-31,0.3333333333333333,False,1
19347,US,16393715,R1KKA9NJ4A3LOE,B00MF5QNFE,626899813,Dear Zachary: A Letter To A Son About His Father,Digital_Video_Download,5,1,1,N,Y,"Very Powerful, Very Unexpected","Wow.  Very powerful, very unexpected.  I was so astounded and shocked, because of the nut that Zachary's mother was, that I initially thought some of the events in this film were a practical joke she made up just to make Zachary's grandparents suffer.  I wish I could say more but you may know nothing about this story.  I knew nothing when I rented this.  I'm not sure if that's good or bad.",2015-08-30,1.0,True,1
11660,US,20521429,R2FOR361II4D9X,B012S1YE96,476479417,Home,Digital_Video_Download,3,1,1,N,Y,Cute for younger kifs,It was cute but slow moving.,2015-08-31,1.0,True,0
18789,US,22765671,R2HCNX6ZF2NA8R,B005M4GJDQ,578006102,"Blue Bloods, Season 1",Digital_Video_Download,5,1,2,N,Y,Discovered this great program several years after it started,Discovered this great program several years after it started. First season is the basis for all the individual family stories. Although each and every episode is well written and able to stand on its own it helps to know what happened in the past. I love the show and am enjoying going back to the beginning.,2015-08-30,0.5,False,1
3857,US,13180380,R13BH4IGDCZKDI,B00I3MPKN4,933409825,Gortimer Gibbon's Life on Normal Street - Season 1,Digital_Video_Download,5,1,1,N,Y,My whole family loves this show although I may love it a little more,"My whole family loves this show although I may love it a little more.  Hope to see many more seasons, mel-bot kills me.",2015-08-31,1.0,True,1
12196,US,31854195,R12S19MW0WY5MR,B00YMIQDM0,477292870,Falling Skies Season 5,Digital_Video_Download,5,1,1,N,Y,Five Stars,"excellent show, great characters. sorry to see it end.",2015-08-31,1.0,True,1
1334,US,41574261,R2D1WXMUH9L8G,B00WB7L2OI,769029586,The FBI Files,Digital_Video_Download,5,1,1,N,Y,Five Stars,Watch a show every night love it,2015-08-31,1.0,True,1
14203,US,50965807,R399NHN8GN7BLH,B00X5FZ2LE,87362564,Mr. Turner,Digital_Video_Download,4,1,1,N,Y,But that is a good enough definition of most artists of that time,"I had read reviews about this movie, but I saw it anyway. Being in art school myself, I looked at Turner the person. It was a different time and views of work were way different. He was a sloppy man, disheveled creature. But that is a good enough definition of most artists of that time. Poor, old clothes,",2015-08-31,1.0,True,1
2325,US,19912490,R18FE0B45PBSC6,B00XMRO1WQ,928716727,Season 1,Digital_Video_Download,5,1,1,N,Y,Five Stars,Quirky with dark humor.,2015-08-31,1.0,True,1
16037,US,52570901,R24HTJ94LVYBTR,B012U31Q7K,295199803,Ron Hazelton's House Calls: Home Improvement Projects,Digital_Video_Download,5,2,2,N,Y,Great show for keeping your home in good shape,A lot of home improvement shows gloss over the details of how to get the task done. This show doesn't. Some episodes I watch several times to get everything down. Great show for the do it your self type of person.,2015-08-30,1.0,True,1
9712,US,19952022,R135K71XHDZQQL,B005M4GJDQ,578006102,"Blue Bloods, Season 1",Digital_Video_Download,5,1,1,N,Y,Excellent!,Excellent show. I love it!,2015-08-31,1.0,True,1
14037,US,43534905,RQRIFX7CXE877,B00OCDSPK8,47034615,The Judge (2014),Digital_Video_Download,4,1,1,N,Y,Four Stars,Excellent movie!!,2015-08-31,1.0,True,1
15568,US,36472202,R2PE1KSBP65FJY,B00NG2LEVI,402216811,Supernatural: The Complete Tenth Season,Digital_Video_Download,3,1,2,N,Y,Just starting,"I just started Watching season 10, started a bit slow. I started watching show earlier this year and watch most of the episodes. Show is pretty entertaining with its different view of heaven and he'll and all the infighting, politics,etc<br />Hopefully as I watch the rest of season I can make this review a 4",2015-08-30,0.5,False,0
