1,"I usually use a competitive product, but this product was less expensive, or so it seemed.  The actual process of preparing and filing taxes was relatively easy. However, like others have mentioned, there are poorly worded sections that make it difficult to know exactly what numbers you should be entering.  For taxes this is a big deal, as one wrong number could end up in an audit.  When I went to print a copy, the breakdown was confusing and didn't have any explanations, making me concerned that something was wrong.  I triple checked, and everything looks ok, but what a waste of my time going over everything again and again like that.<br /><br />When I completed the state form, I was shocked and appalled that it asked me for another nearly $20 to file my state return.  You can prepare your state (but only 1 state, the product should have been clear and said federal + 1 state) with the included software, but to efile the state they charge you extra.  You can print and manually sign and file, but when it says federal + state with efile, one expects to efile both for the listed price.<br /><br />1 star was lost for an at times poorly worded processes.<br />2 stars were lost due to the hidden fees and deliberately worded half truths.  I hate hidden fees, it's like charging for martial arts lessons and deliberately not mentioning to customers that there will be high belt test fees any time you want to actually promote.  Dirty.<br /><br />Conclusion:  The program did the job eventually, but I had to mail my state and it'll take much longer to receive my refund.  I do not plan on using this company again, and I do not recommend this product."
0,"i've only been messing with computers since 1990 and i still have a lot to learn. this program misses the mark by about 10 miles. all i wanted was a simple home music recording program that was easy to learn and this definately isn't it. i didn't even bother trying to get a refund, i just got it completely deleted from my machine and figured it to be an enexspensive lesson in what a program shouldn't be."
1,"I was very excited about this product because I wanted to get into editing, however this product took forever to download and on top of that the software freezes. I've had it for about a month and still haven't edit anything because it doesn't want to be responsive. NOT FOR ME !"
2,"Last year I used TurboTax so this year I want to try H&R Block because HRB is much cheaper than TB. Although HRB could do a good job but it took me more time to complete a tax return. Most of the instructions were not very clear to me. Sometimes I was confused, sometimes it explained to much and I had to read too much. At the final step where it's ready to file via mail, I was also confused about the necessary forms for submitting.<br />Besides, the graphical user interface of HRB is not as nice as TB. Now I'm still considering which one I should select for my tax return  next year."
2,BEWARE PROGRAM DOES NOT WORK WITH WIMDOWS XP X64. OTHER 2 UNITS L HAVE WORKS OK. WOULD RECOMMRD FOR 32 BIT SYSTEMS
1,"I only use this for my checkbook, don't need all the other detailed items.  I am not pleased that I had to buy the \\""Deluxe\\"", when the basic would have been best, but I was warned that unless I bought the next expensive one, I could not download from my bank.  I believe this to be another way for Quicken to grab more money.  This only lasts for 3 years. A true outrage!!!!!!!!!"
1,Not good at all.  What exported to Word was a jumbled mess.
2,"Pay attention to the print preview. If you're making a top-fold greeting card, you have to select &#34;booklet&#34; to print it correctly, and you have to move objects up from the bottom or it will not print properly. It shows on the working page that all is within the print borders, but not so on the print preview. It will print exactly how it shows on the preview. I had to go move an object 3 times to get it all on the page, even though it showed on the working page that it was well above the bottom border. I have had the opportunity to use this program, and Printshop Deluxe 3.5, since I got them both for Christmas. For usability and ease of printing, I prefer Printshop. When Encore gets the bugs worked out of it, that program will be superior to this one."
2,Not thrilled. Animation are not what they could be. Choppy and look like they were added as a after thought.
3,Takes little of the processor to run it. Updates silently as it should. Never any issues running with Kaspersky
2,Jury is still out
4,It was easy to download and quick to start using on the new laptop. Would suggest to others and will use the download option again if it is available.
0,"Caution! New TurboTax pricing structure is confusing and heartbreaking.<br /><br />Never again, TurboTax. I've always found the pricing structure of this company to be confusing and a bit gouging. But now they've effectively DOUBLED the price for customers who have a couple of items to put on Schedule C. And the worst part is that lots of people will buy the &#34;deluxe&#34; version this year, because they always buy it, and then discover that they've paid $50 for something that they can't even use.<br /><br />Intuit, you've gone too far. I'm switching to the H&R Block product now."
0,Don't buy it!<br />I just payed 39.99 for this program and at the end the program is asking me again for another 39.99 for e-filing. And on top of that 24.99 to e-file State taxes.  I feel so rip off!
2,takes  to much mem lol
0,"This software doesn't work. Requires you to create a bootable DVD and boot from it. Worked with their support people for hours trying to get it to work. Tried using bootable USB. Booted from DVD and USB drives, but software wouldn't run and caused the MacBook to reboot immediately. After many hours working with their support team, never got it working. To top it all off, they refused to give me a refund saying it was a lifetime license and I could use it in the future. If it doesn't work, how am I going to use it. Note that I purchase directly from the manufacturer and not through Amazon."
3,"The older I get, the more I am concerned about not knowing the questions to ask.  The software is easy to use, but it does not reassure me that I am not leaving some $$$ on the table.  Not their problem if I don't know what I don't know.  I have used this software for more than a few years."
3,It has met my expectations it is good and still works that's what's up I would purchase it again if needed
0,Disaster! Avoid. I have used turbotax exclusively for years. All the other one star reviews explain very well how Intuit ruined their own customer base. Returning my copy and going for H&R Block. I suggest everyone else do the same and demonstrate that the customer is what matters in the end and we can take our business else where.
4,Had it for about 3 years now for 4 different computers with no problems at all.
0,"I purchased this software on December 13 based on the guarantee published on their web site:<br /><br />\\""Risk-Free 200% Guarantee Means You Can't Lose. If you are not completely satisfied with the quality of your Cook'n Software, I will refund your purchase! In fact, I will go one step further and buy you the recipe software product of your choice.\\""<br /><br />I evaluated the software for two weeks and on December 26, I send an email to the address provided in my order confirmation stating that I would like a refund. All the relevant order information was included. I know they received the email because I received an out-of-the-office message stating they would reply after the holidays. In that email, I provided three reasons for my decision which I've listed below and indicated that I would like them to purchase the software of my choice 'Living Cookbook'.<br /><br />As of March 4, I had not received either a refund or the software product of my choice despite three additional emails to the company. One on January 22, one on February 10 and finally one on February 11.<br /><br />On March 4, I filed a dispute with American Express and less than 24 hours later I received a refund, however, I was not provided with the \\""software product of my choice\\"". So much for the 200% guarantee.<br /><br />I am using 'Living Cookbook' and find it a far superior product at less than half the cost of Cook'N.<br /><br />Here are the reasons I chose to return the product for a refund:<br /><br />1) When I view a recipe in 'Living Cookbook', I am able to see both the recipe ingredients, directions and nutrition information all at the same time on the same page. With Cook'N I have to click to a different page and scroll over to see the report of the nutrition data. The report includes all nutrition not just the summary normally included. There is no way to view it all on the same page.<br /><br />2) When I print a recipe with 'Living Cookbook', the format is clean and simple and the nutrition information is automatically included. With Cook'N I have to navigate to a special print configuration page and manually setup the configuration to include nutrition data each and every time I want to print a recipe. Clearly a lot more work.<br /><br />3) I purchased the 'Living Cookbook' import add-on for Cook'N and it failed to correctly import my recipe database. Specifically, it failed to import the folder hierarchy and lumped all the recipes together in general categories, nearly useless.<br /><br />'Living Cookbook' is a far better engineered product and they have taken into consideration user friendliness and efficiency. Cook'N appears to have a lot more bells and whistles, but that about all they are - bells and whistles NOT substance.<br /><br />Four e-mails to the company failed to obtain a refund, but one call to American Express worked like a charm. Ask yourself whether you'll have to call American Express to get tech support if something goes wrong?.<br /><br />UPDATE April 15<br /><br />It's been a month and a half since I initially posted this review.  The owner has responded twice, one of which is a rather lengthy reply. To date, there has been no attempt to provide me with the software product of my choice, the 200% guarantee they make on their web site. If you read his replies, they both appear to be attempts to discredit me rather than fully resolve the issue."
2,"This product is just &#34;OK.&#34; You cannot merge one photo into another, and I NEVER like software that is not simple to use! I was looking for a program that allowed me to merge photos, edit photos, cut and paste parts of one photo on to another photo.... which this program does NOT allow you to do! I have Pixelmator, at half the price, and it does MORE than this program does! I would think that for a $150 dollar program, that it would be the cats A$$... instead of the donkeys A$$."
0,"currently hate it, I ordered download couple days ago and still can not get it to down load, two calls to tech support, three emails and still no one has been able to assist me in getting a successful download. Window 7"
1,"My main issue with this new version of Quicken is that it hasn't been downloading my bank data using the download tab.  It says the update is successful but no new entries show up.  When I log in to my bank, there are entries and I can export them to Quicken manually so at least I can work around it that way.  When I try to reset the online data, I get an error saying it can't connect.  Not sure what's going on, but  I'm probably going to have to waste hours figuring it out.  I've never had this problem upgrading before and I've been using Quicken for many years.  As far as I can tell, the only addition (which I will never use) is the credit score feature.  There are still problems with the entry categories filling out incorrectly too.  Not sure what I'm getting for my money with this \\""upgrade\\""."
1,"Extra $80 total to E-file 2 states... other than that, it was painless."
3,More difficult to use than expected.  Glad I got it on sale and with a coupon.  Probably will not renew.
3,"Great at blocking anything but recently getting more and more annoying . Like this little pop up that asked me to do this review ! And this newer feature that scans for software updates to unrelated software on your computer .  Might not be bad if it had better controls . It is mostly just annoying and rarely does the job right . Says something needs updating when it does . Even though that item might already have an auto update . So why have a software scan something on auto update ! Then when you do ask it to update it often fails to do so . Basically avast is great at blocking viruses and not so great at anything else . And if they keep up their recent annoying useless popups I'm going to be looking for an alternative . Probably AVG or Avira both about as good as avast I prefer avast I think it works a bit better . I've used many antivirus programs . Testing each for a year or more . Avast was the only one that never let me down . AVG , Avira even the ones you pay for ( the paid ones are the worst I might add ) tend to all have some form of popup annoyances ( not the legit popups like real notifications ) . And have add-ons that slow your system and have no real use .Some of these things can be changed in settings . Others can't be stopped by a good hacker ;-/"
4,"Absolutely awesome. After fighting with Norton 360 for over a year, McAfee installs and protects transparently and seamlessly. Easy install - loaded with features - one price protects ALL my mobile devices and ALL my PCs and MACs and Android and iOS devices. And a LOT more than just Antivirus and DOES NOT SLOW DOWN MY PC"
2,"A little hard to learn for an &#34;old person&#34; . But, I am getting used to it. I got it to save using my failing eyes, but the print is very small, and I have to look at it to proofread, so it is not working exactly as I had expected. For a younger person without vision problems, it would be a big help"
2,"I bought the download version for the iMac, recently upgraded to Yosemite.  I finally have it installed after 90 minutes or so of bouncing around.  Part of the problem was the requirement to install a Java program.  In Safari, Apple's browser, when I tried to access the Apple directed page to get the Java program, the page would never load; or if it did, it was invisible. The &#34;community of believers&#34; also had a variety of suggestions, and I am non-tech enough that I'm unsure what to do.  Then, for some reason, there were blocks to installing the program, etc., etc.  I may change my rating after I've used the program, but Mac users need to know the challenges and how long it can take."
1,Turbo Tax gets worse and more expensive every year.
1,"I ran this program as soon as i downloaded it,,, and then had to download the whole thing again with updates. It worked fine as TurboTax usually does. But then I noticed 4 days after filing taxes and quitting the program that it was still running in the background, using 33% of my CPU! ugh. Double check on your Mac using Activity Monitor when you're done to see if your version does the same."
3,Meets and exceeds requirements.<br />I like it. Dont need any additional anti-virus. This Software gets it all done with speed.
2,Incomplete
1,"This is a lousy program compared to its Windows versions. On its face dictation proceeds reasonably well, with the exception that making corrections on the fly is pretty screwy. But, when one compares this to its Windows versions, say Naturally Speaking 12, it's incomprehensible how far performance slides. I honestly don't get it.<br /><br />Nuance - this product is really hurting your brand."
4,It was less than the automatic renewal .
0,Extremely slow apparently due to Cyberlink windows services running which need to be disabled in order to play DVDs.  Also program needs to be blocked in Windows Firewall.  Cyberlink reenables the windows services after updates/upgrades so you have to disable them again.  Finally when you’ve messed around doing all that it can turn out there is no sound.  Pricey. Unreliable.  Uninstalled.
2,"I'd buy this in a heartbeat to support a nice redo of the Kindle for PC and Mac apps! This would include the support for personal documents like the ones this app produces. Until then, no interest in what I assume is a great idea with an average quality solution..."
3,Easy to purchase and download/install. Interview approach works well and import from last year's return makes for quick filing.
0,I had difficulty upgrading only to see where many others had had the same problem.  Will not purchase quicken again.
0,"I'm sure it would be an excellent program if it were for use outside of the USA. They don't mention this fact when purchasing. I live in New Zealand And Quicken will not recognise my bank for auto downloading statements. I cannot seem to manually input either. All in all, it's a complete waste of time and my money. Quicken need to get there act together so all banks are recognised. I am now using a free ANZ money management tool and this seems to recognise all banks and as I said this tool is free. Shame on you Quicken."
3,"Everyone with a PC that access the internet should have protection and AVG makes it simple and complete. I have three preferred brand that I use, AVG Internet Security run on all three of my home computers. It has the features and functions that matter most and keeps you informed. Very user friendly application."
2,It is easy to use but not all inclusive. It is very clumsy to have special considerations for specific people.  It works OK for very basic needs.
3,Worked for me
3,Performs well.
1,kids didn't like it
2,not stable
4,"Great product.  I have been using it since it was known as Tax Cut. Easy to use, that is for sure.  And knowing that the H&R team has my back in case of an audit is a plus."
1,"So far the out of the sharing option the Facebook option works but the share via email just causes the program to hang and freeze.  Its slow and bulky. (Asus Q550lf notebook. Core I7, 8gb ram, 250gb Samsung 840 EVO SSD)"
2,"Works very similar to the previous version that I had (I think 2010 version).  They did add some new streets, but I have noticed others (Northern CA) that are not included.<br />I like Streets and trips a lot, and have use one version or another for years.  But, Microsoft is very slow to add new streets!!!!!!!!!!<br />Do they only have one guy working in the 'new streets' department?<br />When you stop and consider how may of these programs Microsoft sells, you realize that they are making a boat load of money.  They can afford to hire more people to up date their maps more frequently.<br />I wish Google maps was storable on my hard drive, and not internet connection dependent.<br />For now I am stuck with M.S. Streets and trips, I like it, but it could be improved."
3,Works very well just a mater of learning to use it
3,"I wanted to download the new version and tinker with it a bit before importing my data to make sure I liked the interface, functionality, etc.  I've upgraded QB versions in the past and didn't expect the download to automatically remove my old version.  Luckily, the installation when off without a hitch and I was happy with the format/interface.  However, if the download didn't work it would have been a disaster because it deleted the old QB version at the beginning of the installation process.  QB has obviously improved some of the issues users had with the original release because there are options for different color schemes and the font isn't too small (wish I could change the font size and type but oh well).  Also, you can move the icon bar from the default left side of the screen to a top icon bar so it looks like older versions.  It appears that the glitches from the original release have been modified and fixed.  I wish I could adjust the frames on the home screen to shrink down the sections but the only way to accomplish is to adjust the full screen size.  Overall, I am satisfied with the product."
4,CS6 is a GREAT Photoshop product.  Much improved over CS5.
4,"I've used avast for years.  I wouldn't be without it.  The updates are regular and timely.  I also use other antivirus programs because too much antivirus redundancy is never enough, but avast is my primary."
3,"I've been using QB for quite some time and as with each version, they make improvements that make our usage more user friendly and efficient. The reporting and sales tax tracking has improved but the customer credit card entry has some additional steps. I did have some problem installing the PDF writer having conflict with Adobe PDF, but it's minor"
0,"Norton is absolutely the worst antivirus software you can buy. I've worked for a software company, so I know what level of service and support is to be expected from a solutions provider. Firstly, these people charged my credit card for an update that I didn't authorize, then after I notice it and confront them, they make me some sort of sweetheart deal. Only the software keeps crashing my computer and rendering it useless. After several weeks of having them uninstall and reinstall they now tell me that I'm no longer eligible for a refund. Symantec is a complete farce of a company."
1,"This product uses data which apparently is the same data on the Quicken website to update stock prices.  For some reason, Quicken is not updating a significant percentage of these prices, even for S&P 500 and Dow Jones Industrial Stocks.  Generally, about 60% of my stocks get updated, and the other 40% show no change.  I compared the update with the actual prices in my account at my online broker today.  The market had a good day, but my stocks in Quicken showed that the value increased by less than half the amount they actually increased.  Pathetic!!  Intuit should be embarrassed to have let a great product deteriorate from lack of attention as they have with Quicken."
4,Nothing gets past Avast. Every time something trys to get past Avast it grabs it and destroys it and puts it somewhere where I can't even find it.
1,Got hung up on form 1095-A and told me to seek a professional tax preparer - have to wait until March 26 upgrade before software will let me file online says the online chat lady.  Hope it works then or the IRS will be fining me for owed taxes.  :-(
1,"I have just upgraded from Quicken 2009 to 2015 and am disappointed, so far, with this version. Some functions that were useful have been discarded (&#34;file rename&#34; for example) and other functions don't work as one would expect (money transfers from checking to investments get listed as transfers to savings in the In/Out/What's Left window even though they show up correctly in the registers. Other transfers (in my case PayPal) only show up in the registers.<br />The program tends to freeze often and reset custom views to default views on restart and/or startup. There are numerous other problems with the program that I won't go into detail about here except to say many of the same bugs from previous versions are showing up again in this version and I'm talking all the way back to the 90's when I beta tested a version of Quicken.<br />Live help is a whole 'nother review. I'm seriously considering asking for a refund and reinstalling 2009."
3,"It's okay.  I found out I could have bought it at Staples during School Supply Weeks for $5.00.  Or, you can download it for free from their website.  It must think I'm still on the free version; I still get announcements telling me to upgrade to the newest edition, even though I bought it!"
1,"I was a previous user of Quicken 2007, and purchased this expecting similar performance. I tried to create some basic reports and found that the reports section is a joke.  I can't even generate a report that has opening and closing account balances for a specific period of time. This is less than useless because I have already wasted a month and a half tracking transactions in the software. Admittedly, it does allow you to enter transactions and download from online accounts, so I gave it two stars for doing the absolute minimum that one would expect financial software to do.  But this is far from full featured and far from meeting the standards of their previous product. Certainly not worth fifty bucks. They should be embarrassed to have released this incomplete product."
2,A similar product from Norton that I used last year had file backup as part of protection suite - this does not have a backup feature
3,Would be 5 stars with no popups
3,Down loaded information from financial site contained &#34;0.0&#34; in a field and TurboTax did not handle it.  I had to manualy adjust the tax form.
0,"I have been a costumer using Deluxe for better than 15 years. This year I will be looking for other software, rather than be forced into buying the Premier version."
0,"I found it difficult to use, especially the part designed to protect financial websites. it sends you to another place altogether to pay your bills.  It is difficult to figure out how to allow new programs that I want to add. And worst of all, it is deliberately designed to keep you once you sign up.  The customer service number is not free and they tell you up front to expect a 10 minute delay or more. Checking the \\""do not renew\\"" button does nothing and they send the renewal through the bank before the old subscription is up - at the full price I might add. It does nothing for spam (maybe it is not supposed to) Little messages pop up when you least expect them telling you that you have a virus. They sit there and blink in the corner of your screen. You have to manually deal with it on your own. Other ant-virus software at least quarantined them until I could check them. This program makes you stop right then to deal with them. I can find NOIHING that I like about this software."
4,"This is my second year for purchasing McAfee Total Protection, my first year to purchase from Amazon.  I love the program, and it keeps my PC protected.  It was much less expensive to purchase through Amazon."
2,"I purchased this only because planned obsolescence made Quicken 2011 work no longer.  I could not download transactions after 5-2014.  So far this version has crashed once (previous versions never did) and the reconcile feature does not work properly, it keeps trying to balance from the paper statement instead of the online balance.  There are some great new features, showing graphics on loan and mortgage payoffs.  The &#34;what if tool&#34; is a great feature to show how much interest is saved by making extra payments one time or every month.  Overall it's still a very good financial management tool but there are bugs."
4,"Just used it, my computer has been scanned and is now maintenenced!"
1,"Regretfully, this once user friendly product has sold itslef to the highest bidder--\\""weak\\"" Yahoo and \\""total crap\\"" Bing.  If it cleans up it should not force a move to the garbage now sponsoring it.  This is bulls*** and likely the reason I will drop it."
2,Found it hard to understand how to download on my second PC. Had to run the download and installation 3 times.
2,"The product itself is very good.  Comprehensive, mature, with modern internet centric features.  Quite suitable for my needs.  I've also successfully installed the Android app.<br /><br />BUT... I cannot use Quicken for my primary intended purpose, management of all our personal financial affairs, because the Quicken interface with my financial institution will not work properly or consistently.  I've been able to make it work twice for one of my 4 accounts (all with same institution) after hours of screwing around with passwords, 2nd level security keys and so forth.  Plus I have an apparent double post of the same data which negated any benefit from this effort.  The download has not worked right since.  4 more second level key requests for each attempt.  Then none ends up being accepted.  Even worse, each key must be separately requested from the bank, after first deleting browser cookies.  A game with an endless loop that I have chosen not to play.<br /><br />My bank,a large credit union actually, finally ended up saying \\""not supported\\"" after I spend over an hour on the phone with the 1st and 2nd level support staff.  This is their official response even though Quicken pulled them from its authorized correspondent bank list and set up the 1st level conversation successfully.  They use a good 3rd party application for their online banking but my goal here was to use \\""their\\"" transaction data (data they created for me - it's MY data) within Quicken and stop using their free online payments system (which works quite well actually) in favor of the $9.95/month Quicken service.<br /><br />My bank unofficially feels my pain (it seems I'm far from the first customer with this problem) and did volunteer to look into the problem with integrated downloading.  However 4 weeks have pasted now and I've heard nothing back, so I've stopped holding my breath.  I do not plan to use the institution's manual Quicken download feature because of the obvious issues associated with selecting range ranges each time.  This is a poor use of my time (4-5 times per week) and besides, there's mo certainty I would always get the precise results necessary.  I'm not interested in burning hours and hours with Intuit support either.  You know, user forums and level 1 questions, over and over, until a dead end is likely reached: talk to your bank.  I've been there, done that so many times with other products.<br /><br />So then, I'll probably just put this product on the shelf.  Maybe use at tax time, but probably not.  I've found that downloading into a spreadsheet is more suitable for that purpose."
0,"pros:<br />This product is an adequate set it and forget it option.  It does all of the things you'd like your antivirus software to do.  Previously I had used Norton 360 and to be quite honest I was happy with it.  I had no problems with it.  But I kept hearing such good reviews of Webroot that I wanted to give it a shot.  My first impression was of the small amount of system resources this product took, plus the small size of the download.  It immediately installed and started protecting my machine.<br /><br />cons:<br />Personally I find the backup function of this software to be lacking.  It's not anywhere near as reliable on backing everything up as N360 was.  I've got this software on a computer that is on most of the time, and only turned off at night.  It still hasn't backed up all the pictures and documents on it.<br /><br />The password management tool is horrible compared to Lastpass or the Norton Identity safe, or a hundred other password management options.  I really wanted to like it but there are many sites that don't allow auto fill, and you can't just go and look at the password in the webroot software.  It has to auto fill or it won't work.<br /><br />I also wish Webroot would expand the functionality of it's mobile platform.  This being a multiple device, multiple platform solution, it appears that the other options included beyond pc really don't do much.  I've got this app downloaded on my iPhone and logged in through it and into the password management applet.... The web platform still says I have zero devices protected for mobile use.  The browser for iPhone is plain and simply a clunky, slow browser that seems to just tell you.... oohhhh your downloading something, that could be bad."
1,"As a long time Turbo Tax user, I was not happy with Turbo Tax this year.  Somehow Turbo Tax missed my deduction for State and Local Taxes.  I may have skipped over this section, but Turbo Tax should have caught this.  This is a basic deduction anybody itemizing should get.  This resulted in me paying hundreds of dollars more than necessary to the IRS.  The 1040X (amended tax return) form was painful and ultimately just wrong using Turbo Tax.  On-line instructions how to file the 1040X using Turbo Tax were poor saying in general to do different steps, but not telling how to do that using Turbo Tax.  I eventually figured it out, but the 1040X form Turbo Tax printed out was filled out incorrectly, sections of the form directed not to be filled out for my case were filled out.  I had to manually fill out the forms from IRS.gov.  I specifically buy Turbo Tax so I don't have to do that.  I called the Turbo Tax help line in mid February.  The recording said there was a 45 minute wait.  I waited on hold for well over two hours for a agent.  Now I have to wait 16+ weeks to get my 1040X refund from the IRS."
1,I purchased this product hoping it would help in building my family tree but I did not find it user-friedly and it was difficult to navigate and to use.  I did not like it at all.
3,"I originally subscribed to the Create PDF plan for $19.99 per year, but I found that the upload requirements were time consuming, impractical at times, and possibly in violation in certain NDA conditions. The tipping point for me was the inability to convert PDF files to PPT format--one conversion alone from PDF sourced from PPT back to PPT format was worth the time I saved recreating the PPT. With Acrobat Pro, I can perform all conversion and OCR tasks locally and offline while in transit, I can reconvert files back to PPT, and I can install on two computers simultaneously. Take advantage of this pricing if you can. I only wish there was a Pro app for Android to extend the experience."
0,"I have been using Turbo Tax more than 10 years, I don't know causes but I had hard times e-filing State's return for 2014 and had to call TurboTax to purchase by phone. Wait time was almost 2 hours and waste of time. I have to consider alternate software for 2015."
3,"I bought this in April and wanted to spend some time with it before reviewing. I am a teacher - I use word constantly, powerpoint is a mainstay, and excel is a pretty regular application as well. I don't use publisher terribly often, but when I need it, I really, really am happy I have it.<br /><br />For the subscription, I have 5 licenses to use - this is more than enough for my wife and I. The online apps load smoothly - even on my old and somewhat cranky laptop. You can download the applications locally, but I find using the online versions and onedrive works quite well. I DID download the local apps on my primary laptop and my wife's - just in case we don't have wifi access (a rarity these days).<br /><br />I am a fan of onedrive and even happier that I have a terabyte of storage on their cloud. I have never had a problem accessing my folders and files (though I still carry my portable hard drive and kept it backed up on a regular basis - when wifi isn't available is when the principal is going to want some doc or spreadsheet right then and there...).<br /><br />I would have given this another star but I am not loving that I can't use mobile office on my Nexus 7. I don't know if this is Google or Microsoft being petty, but it's pretty annoying. I can still access my files and use the online versions of the productivity apps, so this isn't a total wash. While the apps are limited, I honestly don't do a lot of work on the tablet that requires a degree of sophistication. For the short document or run and gun powerpoint, the app is fine.<br /><br />The subscription also means that I will not have to worry about upgrading - I just pay my monthly fee. My bride and I are both professionals who use productivity software every day. Office 365 makes it quick, easy, convenient, and - so far - reliable."
3,Fun to play with but it is so limited because of the &#34;LITE&#34; version. I'm leary of paying to get the full version.
