ITEM_ID,GENRE,YEAR
293,Action|Crime|Drama|Thriller,1994
294,Comedy|Romance,1995
295,Comedy|Romance,1995
296,Comedy|Crime|Drama|Thriller,1994
298,Drama,1992
299,Drama,1994
300,Drama,1994
301,Drama|Romance,1994
302,Drama|Romance,1994
303,Action|Thriller|Western,1995
304,Comedy|Drama,1995
305,Comedy,1994
306,Drama,1994
307,Drama,1993
308,Comedy|Drama,1994
310,Comedy,1995
311,Horror|Thriller,1994
312,Comedy,1995
313,Animation|Children,1994
314,Children|Drama|Fantasy|Mystery,1994
315,Action|Drama|Thriller,1994
316,Action|Adventure|Sci-Fi,1994
317,Comedy|Drama|Fantasy,1994
318,Crime|Drama,1994
319,Comedy|Drama|Thriller,1994
320,Film-Noir|Thriller,1993
321,Drama,1993
322,Comedy|Drama,1995
324,Comedy|Drama,1994
325,Comedy,1995
326,Drama,1994
327,Action|Comedy|Sci-Fi,1995
328,Horror|Thriller,1995
329,Adventure|Drama|Sci-Fi,1994
330,Action|Crime|Horror,1995
331,Drama,1994
332,Horror|Sci-Fi,1995
333,Comedy,1995
334,Drama,1994
335,Mystery|Thriller,1995
336,Drama|War,1995
337,Drama,1993
338,Action|Sci-Fi|Thriller,1995
339,Comedy|Romance,1995
340,Adventure|Drama|War,1994
341,Drama,1994
342,Comedy,1994
343,Children,1995
344,Comedy,1994
345,Comedy|Drama,1994
346,Drama|Musical,1993
347,Drama|Film-Noir|Romance,1992
348,Comedy,1994
349,Action|Crime|Drama|Thriller,1994
350,Drama|Mystery|Thriller,1994
351,Comedy|Drama|Romance,1994
352,Comedy|Drama,1994
353,Action|Crime|Fantasy|Thriller,1994
354,Drama,1994
355,Children|Comedy|Fantasy,1994
356,Comedy|Drama|Romance|War,1994
357,Comedy|Romance,1994
358,Drama,1995
359,Comedy|Drama|Romance,1994
360,Action|Comedy,1994
361,Comedy|Drama|Romance,1994
362,Adventure|Children|Romance,1994
363,Documentary,1993
364,Adventure|Animation|Children|Drama|Musical|IMAX,1994
365,Drama,1993
366,Drama|Horror|Mystery|Thriller,1994
367,Action|Comedy|Crime|Fantasy,1994
368,Adventure|Comedy|Western,1994
369,Drama,1994
370,Action|Comedy,1994
371,Comedy|Drama,1994
372,Comedy|Drama|Romance,1994
373,Thriller,1992
374,Children|Comedy,1994
376,Action|Thriller,1994
377,Action|Romance|Thriller,1994
378,Comedy|Romance,1994
379,Action|Sci-Fi|Thriller,1994
380,Action|Adventure|Comedy|Romance|Thriller,1994
381,Drama|Romance,1994
382,Drama|Horror|Romance|Thriller,1994
383,Western,1994
384,Action|Crime|Drama,1995
385,Drama,1994
386,Drama,1994
387,Action|Comedy,1994
388,Drama,1995
389,Drama|Romance|War,1994
390,Action|Crime|Drama,1965
391,Crime|Drama,1994
393,Action|Adventure|Fantasy,1994
405,Action|Fantasy,1994
406,Drama,1994
407,Horror|Thriller,1995
408,Drama,1994
409,Crime|Drama,1994
410,Children|Comedy|Fantasy,1993
412,Drama,1993
413,Comedy,1994
414,Comedy,1994
415,Comedy|Thriller,1993
416,Western,1994
417,Comedy|Romance,1994
418,Drama,1993
419,Comedy,1993
420,Action|Comedy|Crime|Thriller,1994
421,Adventure|Children|Drama,1994
422,Thriller,1994
423,Action|Thriller,1994
424,Drama,1994
425,Drama|Romance,1994
426,Horror|Sci-Fi|Thriller,1993
427,Drama|Mystery|Romance|Thriller,1993
428,Drama,1993
429,Comedy,1994
430,Comedy|Drama,1993
431,Crime|Drama,1993
432,Adventure|Comedy|Western,1994
433,Comedy,1994
434,Action|Adventure|Thriller,1993
435,Comedy|Sci-Fi,1993
436,Drama|Thriller,1994
437,Comedy,1994
438,Action|Comedy|Drama,1994
440,Comedy|Romance,1993
441,Comedy,1993
442,Action|Adventure|Sci-Fi,1993
444,Comedy|Romance,1993
445,Comedy,1993
446,Drama|Romance,1993
448,Drama,1993
449,Comedy,1994
450,Comedy|Drama,1994
451,Drama|Mystery|Romance,1993
452,Drama,1994
453,Comedy|Romance,1993
454,Drama|Thriller,1993
455,Adventure|Children|Drama,1993
456,Crime|Drama|Thriller,1994
457,Thriller,1993
458,Drama|Western,1993
459,Action|Adventure|Crime|Drama|Romance|Thriller,1994
460,Comedy,1994
461,Drama|Romance,1994
464,Action|Adventure|Crime|Thriller,1993
466,Action|Comedy|War,1993
467,Comedy,1995
468,Comedy|Romance,1995
469,Drama|Romance,1993
470,Comedy,1994
471,Comedy,1994
472,Comedy|Drama,1994
473,Comedy|War,1994
474,Action|Thriller,1993
475,Drama,1993
476,Comedy|Drama,1994
477,Drama|Musical,1993
478,Comedy|Crime|Drama,1994
479,Action|Crime|Thriller,1993
480,Action|Adventure|Sci-Fi|Thriller,1993
481,Drama|Thriller,1993
482,Crime|Drama|Thriller,1994
484,Adventure|Children,1994
485,Action|Adventure|Comedy|Fantasy,1993
486,Comedy,1993
487,Comedy|Western,1994
488,Drama|Romance,1993
489,Comedy,1993
490,Thriller,1993
491,Drama,1993
492,Comedy|Mystery,1993
493,Action|Crime|Drama,1993
494,Action|Adventure|Thriller,1996
495,Drama,1976
496,Comedy|Drama|Romance|Thriller,1994
497,Comedy|Romance,1993
499,Comedy|Romance,1993
500,Comedy|Drama,1993
501,Drama,1993
502,Action|Children|Romance,1994
504,Action|Drama|Sci-Fi,1994
505,Comedy,1994
506,Drama|Fantasy|Romance,1992
507,Crime|Drama|Thriller,1993
508,Drama,1993
509,Drama|Romance,1993
510,Drama,1993
511,Action|Drama,1993
512,Horror|Sci-Fi,1994
513,Comedy|Mystery|Romance,1994
514,Comedy,1994
515,Drama|Romance,1993
516,Comedy|Drama,1994
517,Action|Drama|Mystery,1993
518,Comedy,1994
519,Action|Crime|Drama|Sci-Fi|Thriller,1993
520,Comedy,1993
521,Crime|Thriller,1993
522,Action|Drama,1992
523,Drama,1993
524,Drama,1993
526,Drama,1992
527,Drama|War,1993
528,Comedy|Drama,1994
529,Drama,1993
531,Children|Drama,1993
532,Comedy|Crime|Horror,1994
533,Action|Adventure|Fantasy|Mystery,1994
534,Drama|Romance,1993
535,Drama,1993
536,Drama,1994
537,Drama,1994
538,Drama,1993
539,Comedy|Drama|Romance,1993
540,Thriller,1993
541,Action|Sci-Fi|Thriller,1982
542,Comedy|Drama|Romance,1993
543,Comedy|Romance|Thriller,1993
544,Action|Crime,1993
546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993
547,Action|Adventure|Thriller,1994
548,Action|Mystery|Thriller,1994
549,Drama|Musical,1993
550,Comedy|Romance,1994
551,Animation|Children|Fantasy|Musical,1993
552,Action|Adventure|Comedy|Romance,1993
553,Action|Drama|Western,1993
555,Crime|Thriller,1993
556,Documentary,1993
558,Action|Adventure|Animation|Children|Fantasy,1994
562,Comedy|Drama,1995
563,Drama|Romance,1993
564,Comedy,1994
567,Comedy|Drama,1993
568,Comedy|Drama,1993
569,Comedy|Drama,1994
573,Drama,1992
574,Comedy|Drama,1994
575,Children|Comedy,1994
577,Adventure|Children|Drama,1994
579,Crime|Thriller,1993
580,Drama,1994
581,Documentary,1995
583,Comedy|Drama,1994
585,Comedy,1995
586,Children|Comedy,1990
587,Comedy|Drama|Fantasy|Romance|Thriller,1990
588,Adventure|Animation|Children|Comedy|Musical,1992
589,Action|Sci-Fi,1991
590,Adventure|Drama|Western,1990
592,Action|Crime|Thriller,1989
593,Crime|Horror|Thriller,1991
594,Animation|Children|Drama|Fantasy|Musical,1937
595,Animation|Children|Fantasy|Musical|Romance|IMAX,1991
596,Animation|Children|Fantasy|Musical,1940
597,Comedy|Romance,1990
599,Adventure|Western,1969
600,Action|Comedy|Crime,1994
602,Documentary,1994
605,Drama|Romance,1996
606,Fantasy|Horror,1995
608,Comedy|Crime|Drama|Thriller,1996
609,Adventure|Children,1996
610,Action|Adventure|Animation|Horror|Sci-Fi,1981
611,Action|Horror|Sci-Fi,1996
612,Comedy,1996
613,Drama|Romance,1996
615,Comedy|Drama,1973
616,Animation|Children,1970
617,Comedy|Drama,1995
618,Comedy|Romance,1995
619,Comedy,1996
626,Comedy,1996
627,Drama|Thriller,1995
628,Crime|Drama|Mystery|Thriller,1996
631,Adventure|Animation|Children|Fantasy|Musical|Romance,1996
632,Drama|War,1995
633,Comedy,1995
634,Comedy,1995
635,Comedy|Drama,1996
636,Drama,1995
637,Comedy,1996
638,Romance,1995
639,Comedy|Drama,1996
640,Drama|Thriller,1996
645,Drama,1995
647,Action|Crime|Drama|War,1996
648,Action|Adventure|Mystery|Thriller,1996
649,Comedy|Drama,1995
650,Drama,1996
653,Action|Adventure|Fantasy,1996
656,Comedy,1996
661,Adventure|Animation|Children|Fantasy|Musical,1996
662,Thriller,1996
663,Comedy,1996
665,Comedy|Drama|War,1995
667,Action,1996
668,Drama,1955
670,Drama,1959
671,Comedy|Sci-Fi,1996
673,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996
674,Adventure|Comedy|Sci-Fi,1968
678,Drama|Thriller,1993
679,Drama,1995
680,Drama|Mystery|Romance|Sci-Fi|Thriller,1965
685,Drama,1996
688,Action|Adventure|Comedy|War,1995
691,Comedy|Romance,1996
692,Action|Sci-Fi|Thriller,1996
694,Action|Crime|Drama,1996
695,Mystery|Thriller,1996
697,Drama|Romance,1996
698,Drama,1995
700,Comedy,1995
703,Drama,1996
704,Action|Adventure,1996
706,Drama,1996
707,Crime|Drama|Thriller,1996
708,Comedy|Romance,1996
709,Adventure|Animation|Children|Comedy|Musical,1988
710,Comedy,1996
711,Adventure|Children,1996
714,Drama|Mystery|Western,1995
715,Drama|Romance,1995
718,Comedy|Fantasy|Sci-Fi,1993
719,Comedy,1996
720,Adventure|Animation|Comedy,1996
722,Documentary,1996
724,Drama|Fantasy|Horror|Thriller,1996
725,Comedy,1996
726,Drama,1996
728,Comedy,1995
731,Crime|Thriller,1996
733,Action|Adventure|Thriller,1996
735,Horror,1994
736,Action|Adventure|Romance|Thriller,1996
737,Action|Sci-Fi,1996
741,Animation|Sci-Fi,1995
742,Horror|Thriller,1996
743,Comedy,1996
745,Animation|Children|Comedy,1995
747,Comedy,1996
748,Action|Sci-Fi|Thriller,1996
750,Comedy|War,1964
757,Drama,1994
759,Documentary,1994
760,Drama|War,1993
761,Action|Adventure,1996
762,Comedy|Crime,1996
764,Drama|Romance,1995
765,Comedy|Drama,1996
766,Drama,1996
773,Drama,1973
775,Horror|Mystery,1968
778,Comedy|Crime|Drama,1996
779,Drama|Romance,1997
780,Action|Adventure|Sci-Fi|Thriller,1996
781,Drama,1996
782,Drama|Thriller,1996
783,Animation|Children|Drama|Musical|Romance,1996
784,Comedy|Thriller,1996
785,Comedy,1996
786,Action|Drama|Thriller,1996
788,Comedy|Fantasy|Romance|Sci-Fi,1996
790,Drama,1994
791,Documentary,1994
795,Drama,1994
798,Action|Adventure|Drama|Thriller,1996
799,Comedy|Horror|Thriller,1996
800,Drama|Mystery|Western,1996
801,Children|Comedy,1996
802,Drama|Romance,1996
803,Comedy|Drama|Romance,1996
804,Comedy|Romance,1996
805,Drama|Thriller,1996
806,Crime|Drama,1996
808,Adventure|Children,1996
809,Action|Adventure,1996
810,Children|Comedy|Fantasy,1996
813,Comedy,1996
818,Comedy,1996
823,Drama,1967
824,Drama|Mystery,1993
828,Adventure|Children,1996
829,Comedy|Fantasy|Musical,1996
830,Comedy,1996
832,Crime|Thriller,1996
833,Comedy,1996
835,Drama,1996
836,Action|Adventure|Thriller,1996
837,Children|Comedy|Fantasy,1996
838,Comedy|Drama|Romance,1996
839,Action|Thriller,1996
840,Children|Comedy,1996
841,Horror,1959
842,Comedy|Horror,1996
848,Drama,1996
849,Action|Adventure|Sci-Fi|Thriller,1996
851,Drama,1996
852,Comedy|Drama|Romance,1996
858,Crime|Drama,1972
861,Action|Comedy|Crime|Thriller,1992
866,Crime|Drama|Romance|Thriller,1996
867,Comedy|Crime,1996
869,Crime|Drama|Musical|Thriller,1996
870,Comedy,1997
875,Action|Crime|Drama,1994
876,Action|Comedy|Crime|Thriller,1993
879,Horror|Thriller,1997
880,Sci-Fi|Thriller,1996
881,Children|Comedy,1996
882,Drama|Thriller,1996
885,Children|Drama|Fantasy,1996
886,Action|Comedy|Crime,1996
888,Adventure|Animation|Children|Musical,1995
889,Drama|Romance,1994
891,Horror|Thriller,1995
892,Comedy|Drama|Romance,1996
893,Drama,1996
896,Drama,1994
897,Adventure|Drama|Romance|War,1943
898,Comedy|Drama|Romance,1940
899,Comedy|Musical|Romance,1952
900,Musical|Romance,1951
901,Comedy|Musical,1957
902,Drama|Romance,1961
903,Drama|Mystery|Romance|Thriller,1958
904,Mystery|Thriller,1954
905,Comedy|Romance,1934
906,Drama|Thriller,1944
907,Comedy|Musical|Romance,1934
908,Action|Adventure|Mystery|Romance|Thriller,1959
909,Comedy|Drama|Romance,1960
910,Comedy|Crime,1959
911,Comedy|Crime|Mystery|Romance|Thriller,1963
912,Drama|Romance,1942
913,Film-Noir|Mystery,1941
914,Comedy|Drama|Musical|Romance,1964
915,Comedy|Romance,1954
916,Comedy|Drama|Romance,1953
917,Children|Drama,1939
918,Musical,1944
919,Adventure|Children|Fantasy|Musical,1939
920,Drama|Romance|War,1939
921,Comedy,1982
922,Drama|Film-Noir|Romance,1950
923,Drama|Mystery,1941
924,Adventure|Drama|Sci-Fi,1968
926,Drama,1950
927,Comedy,1939
928,Drama|Mystery|Romance|Thriller,1940
929,Drama|Film-Noir|Mystery|Thriller,1940
930,Film-Noir|Romance|Thriller,1946
931,Mystery|Romance|Thriller,1945
932,Drama|Romance,1957
933,Crime|Mystery|Romance|Thriller,1955
934,Comedy,1950
935,Comedy|Musical,1953
936,Comedy|Romance,1939
937,Comedy|Romance,1957
938,Musical,1958
940,Action|Adventure|Romance,1938
941,Adventure,1940
942,Crime|Film-Noir|Mystery,1944
943,Drama|Fantasy|Romance,1947
944,Drama,1937
945,Comedy|Musical|Romance,1935
946,Comedy|Drama|War,1942
947,Comedy|Romance,1936
948,Drama|Romance|Western,1956
949,Drama,1955
950,Comedy|Crime,1934
951,Comedy|Romance,1940
952,Adventure|Comedy,1956
953,Children|Drama|Fantasy|Romance,1946
954,Drama,1939
955,Comedy|Romance,1938
956,Drama|Romance,1941
959,Drama,1934
961,Drama,1936
963,Musical,1949
965,Drama|Mystery|Thriller,1935
968,Horror|Sci-Fi|Thriller,1968
969,Adventure|Comedy|Romance|War,1951
970,Adventure|Comedy|Crime|Drama|Romance,1953
971,Drama,1958
973,Comedy|Drama,1941
976,Romance|War,1932
979,Drama|War,1995
981,Drama,1997
982,Drama,1955
984,Comedy|Drama,1996
986,Adventure|Children,1996
987,Drama|Romance,1997
988,Comedy|Drama,1996
990,Action|Adventure|Thriller,1996
991,Drama,1996
993,Drama,1996
994,Comedy|Drama,1996
996,Action|Crime|Drama|Thriller,1996
998,Action|Crime,1996
999,Crime|Film-Noir,1996
1003,Drama|Thriller,1996
1004,Action|Thriller,1996
1005,Children|Comedy,1996
1006,Drama,1996
1007,Children|Comedy|Western,1975
1008,Adventure|Western,1955
1009,Adventure|Children|Fantasy,1975
1010,Children|Comedy,1969
1011,Children|Comedy|Fantasy|Romance,1974
1012,Children|Drama,1957
1013,Children|Comedy|Romance,1961
1014,Children|Comedy|Drama,1960
1015,Adventure|Children|Drama,1993
1016,Children|Comedy,1959
1017,Adventure|Children,1960
1018,Children|Comedy|Mystery,1965
1019,Adventure|Drama|Sci-Fi,1954
1020,Comedy,1993
1021,Children|Comedy,1994
1022,Animation|Children|Fantasy|Musical|Romance,1950
1023,Animation|Children|Musical,1968
1024,Animation|Children|Musical,1945
1025,Animation|Children|Fantasy|Musical,1963
1027,Adventure|Drama,1991
1028,Children|Comedy|Fantasy|Musical,1964
1029,Animation|Children|Drama|Musical,1941
1030,Adventure|Animation|Children|Musical,1977
1031,Adventure|Children|Musical,1971
1032,Adventure|Animation|Children|Fantasy|Musical,1951
1033,Animation|Children|Drama,1981
1034,Comedy|Crime|Drama|Thriller,1996
1035,Musical|Romance,1965
1036,Action|Crime|Thriller,1988
1037,Action|Horror|Sci-Fi|Thriller,1992
1040,Drama,1996
1041,Drama,1996
1042,Comedy|Drama,1996
1043,Drama|Romance,1996
1046,Drama|Romance,1996
1047,Action|Drama|Thriller,1996
1049,Action|Adventure,1996
1050,Documentary|Drama,1996
1051,Drama,1996
1053,Crime|Drama|Romance,1996
1054,Drama,1996
1055,Thriller,1997
1056,Drama,1996
1057,Comedy|Musical|Romance,1996
1059,Drama|Romance,1996
1060,Comedy|Drama,1996
1061,Thriller,1996
1064,Animation|Children|Comedy|Fantasy|Musical|Romance,1996
1066,Comedy|Musical|Romance,1937
1068,Crime|Film-Noir,1947
1073,Children|Comedy|Fantasy|Musical,1971
1076,Drama|Horror|Thriller,1961
1077,Comedy|Sci-Fi,1973
1078,Comedy|War,1971
1079,Comedy|Crime,1988
1080,Comedy,1979
1081,Comedy|Musical|Romance,1982
1082,Drama,1972
1083,Comedy|Musical,1965
1084,Crime|Drama,1967
1085,Adventure|Drama,1958
1086,Crime|Mystery|Thriller,1954
1088,Drama|Musical|Romance,1987
1089,Crime|Mystery|Thriller,1992
1090,Drama|War,1986
1091,Comedy,1989
1092,Crime|Mystery|Thriller,1992
1093,Drama,1991
1094,Drama|Romance|Thriller,1992
1095,Drama,1992
1096,Drama,1982
1097,Children|Drama|Sci-Fi,1982
1099,Children|Drama|Fantasy,1938
1100,Action|Drama|Romance,1990
1101,Action|Romance,1986
1103,Drama,1955
1104,Drama,1951
1105,Horror,1996
1107,Comedy,1991
1111,Documentary,1996
1112,Action|Comedy|Drama,1996
1114,Crime|Drama,1996
1116,Drama,1995
1117,Drama,1996
1119,Drama,1995
1120,Comedy|Drama,1996
1121,Drama,1995
1123,Documentary,1996
1124,Drama,1981
1125,Comedy|Crime,1975
1126,Comedy|Fantasy,1991
1127,Action|Adventure|Sci-Fi|Thriller,1989
1128,Horror,1980
1129,Action|Adventure|Sci-Fi|Thriller,1981
1130,Horror|Mystery,1980
1131,Drama|Mystery,1986
1132,Drama,1986
1135,Comedy,1980
1136,Adventure|Comedy|Fantasy,1975
1137,Romance,1996
1140,Drama,1996
1144,Documentary,1996
1147,Documentary,1996
1148,Animation|Children|Comedy|Crime,1993
1150,Drama,1982
1151,Animation|Comedy|Drama|Fantasy,1994
1156,Drama,1944
1161,Drama|War,1979
1162,Comedy|Drama,1972
1163,Drama,1994
1167,Comedy,1996
1170,Action,1995
1171,Comedy,1992
1172,Drama,1989
1173,Comedy|Drama,1989
1175,Comedy|Drama|Romance,1991
1176,Drama|Fantasy|Romance,1991
1177,Drama|Romance,1992
1178,Drama|War,1957
1179,Crime|Drama|Film-Noir,1990
1180,Comedy,1991
1183,Drama|Romance|War,1996
1184,Comedy|Drama,1991
1185,Drama,1989
1186,Drama,1989
1187,Drama,1992
1188,Comedy|Romance,1992
1189,Documentary,1988
1190,Crime|Drama|Romance,1990
1191,Documentary|Musical,1991
1192,Documentary,1990
1193,Drama,1975
1194,Comedy,1978
1196,Action|Adventure|Sci-Fi,1980
1197,Action|Adventure|Comedy|Fantasy|Romance,1987
1198,Action|Adventure,1981
1199,Fantasy|Sci-Fi,1985
1200,Action|Adventure|Horror|Sci-Fi,1986
1201,Action|Adventure|Western,1966
1202,Comedy,1987
1203,Drama,1957
1204,Adventure|Drama|War,1962
1206,Crime|Drama|Sci-Fi|Thriller,1971
1207,Drama,1962
1208,Action|Drama|War,1979
1209,Action|Drama|Western,1968
1210,Action|Adventure|Sci-Fi,1983
1211,Drama|Fantasy|Romance,1987
1212,Film-Noir|Mystery|Thriller,1949
1213,Crime|Drama,1990
1214,Horror|Sci-Fi,1979
1215,Action|Adventure|Comedy|Fantasy|Horror,1993
1216,Adventure|Drama|Romance,1988
1217,Drama|War,1985
1218,Action|Crime|Drama|Thriller,1989
1219,Crime|Horror,1960
1220,Action|Comedy|Musical,1980
1221,Crime|Drama,1974
1222,Drama|War,1987
1223,Adventure|Animation|Children|Comedy|Sci-Fi,1989
1224,Action|Drama|Romance|War,1989
1225,Drama,1984
1226,Drama|Romance,1952
1227,Crime|Drama,1984
1228,Drama,1980
1230,Comedy|Romance,1977
1231,Drama,1983
1232,Drama|Mystery|Sci-Fi,1979
1233,Action|Drama|War,1981
1234,Comedy|Crime,1973
1235,Comedy|Drama|Romance,1971
1236,Comedy|Drama|Romance,1990
1237,Drama,1957
1238,Comedy,1983
1240,Action|Sci-Fi|Thriller,1984
1241,Comedy|Fantasy|Horror,1992
