USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE
99,555,829828007,watch
99,337,829828007,click
99,339,829828007,click
99,316,829828007,click
99,555,829828007,click
99,380,829828007,watch
99,337,829828007,watch
99,333,829828007,click
99,333,829828007,watch
54,296,830247106,click
54,150,830247106,click
54,590,830247106,click
54,592,830247106,click
54,588,830247330,click
54,1,830247330,click
54,318,830247358,click
54,318,830247358,watch
54,161,830247358,click
54,339,830247389,click
54,329,830247389,click
54,595,830247389,click
54,32,830247417,click
54,205,830247590,click
54,110,830247832,click
54,194,830247865,click
54,288,830247887,click
54,50,830248246,click
54,17,830248246,click
35,592,830939391,watch
35,592,830939391,click
35,150,830939391,watch
35,150,830939391,click
35,316,830939438,click
35,595,830939438,click
35,339,830939488,watch
35,339,830939488,click
35,231,830939488,click
35,300,830939505,watch
35,300,830939505,click
35,21,830939505,watch
35,21,830939505,click
35,185,830939521,watch
35,185,830939521,click
35,39,830939546,click
35,266,830939546,click
35,11,830939577,watch
35,11,830939577,click
35,50,830939598,watch
35,50,830939598,click
35,236,830939695,click
35,236,830939695,watch
35,235,830939733,click
35,235,830939733,watch
35,261,830939733,watch
35,261,830939733,click
35,62,830939748,click
35,62,830939748,watch
35,237,830939834,click
35,222,830939893,click
35,222,830939893,watch
35,60,830939912,watch
35,60,830939912,click
35,342,830939941,watch
35,342,830939941,click
35,590,830940157,watch
35,590,830940157,click
35,252,830940246,click
35,252,830940246,watch
468,590,831400405,watch
468,590,831400405,click
468,380,831400406,click
468,592,831400406,click
468,380,831400406,watch
468,150,831400406,watch
468,150,831400406,click
468,296,831400406,click
468,349,831400427,click
468,153,831400427,click
468,588,831400427,click
468,344,831400427,click
468,595,831400444,watch
468,1,831400444,watch
468,1,831400444,click
468,595,831400444,click
468,318,831400444,click
468,165,831400444,click
468,231,831400464,click
468,434,831400464,click
468,161,831400464,click
468,208,831400480,click
468,253,831400480,watch
468,292,831400480,watch
468,300,831400480,watch
468,253,831400480,click
468,292,831400480,click
468,300,831400480,click
468,225,831400499,watch
468,225,831400499,click
468,110,831400500,click
468,288,831400500,click
468,185,831400500,click
468,32,831400500,click
468,110,831400500,watch
468,32,831400500,watch
468,317,831400519,click
468,266,831400519,click
468,266,831400519,watch
468,39,831400519,click
468,39,831400519,watch
468,410,831400519,click
468,47,831400545,click
468,432,831400545,click
468,111,831400545,click
468,160,831400545,click
468,47,831400545,watch
353,590,831939568,watch
353,590,831939568,click
353,380,831939568,click
353,296,831939568,watch
353,592,831939568,click
353,592,831939568,watch
353,296,831939568,click
353,318,831939590,watch
353,588,831939590,click
353,153,831939590,click
353,318,831939590,click
353,344,831939590,watch
353,349,831939590,watch
353,344,831939590,click
353,349,831939590,click
353,10,831939669,click
353,316,831939669,click
353,165,831939669,watch
353,165,831939669,click
353,595,831939669,watch
353,595,831939669,click
353,231,831939685,watch
353,434,831939685,click
353,161,831939685,watch
353,231,831939685,click
353,1,831939685,watch
353,1,831939685,click
353,161,831939685,click
353,185,831939699,click
353,253,831939699,click
353,292,831939699,watch
353,185,831939699,watch
353,292,831939699,click
353,110,831939713,click
353,225,831939713,click
353,288,831939713,click
353,32,831939731,click
353,34,831939731,click
353,47,831939731,click
353,47,831939731,watch
353,32,831939731,watch
353,266,831939731,click
353,34,831939731,watch
353,160,831939750,click
353,432,831939750,click
353,236,831939775,click
353,19,831939775,watch
353,19,831939775,click
353,11,831939792,watch
353,315,831939792,click
353,11,831939792,click
353,435,831939792,click
353,186,831939806,click
353,553,831939806,watch
353,186,831939806,watch
353,553,831939806,click
353,196,831939826,click
353,173,831939826,click
353,158,831939843,click
353,204,831939843,click
353,168,831939843,click
353,25,831939875,click
353,2,831939875,click
353,293,831939875,click
353,25,831939875,watch
353,2,831939875,watch
353,172,831939875,click
353,293,831939875,watch
353,256,831939897,click
353,246,831939897,click
353,246,831939897,watch
353,237,831939914,watch
353,223,831939914,click
353,333,831939914,watch
353,5,831939914,click
353,237,831939914,click
353,333,831939914,click
353,223,831939914,watch
353,555,831939934,watch
353,555,831939934,click
353,6,831939947,click
353,6,831939947,watch
353,22,831939991,click
353,22,831939991,watch
353,163,831939991,click
353,431,831940012,watch
353,216,831940012,click
353,234,831940012,click
353,431,831940012,click
353,145,831940036,click
353,280,831940050,watch
353,413,831940050,click
353,280,831940050,click
353,112,831940093,click
353,112,831940093,watch
353,319,831940108,watch
353,319,831940108,click
353,70,831940127,watch
353,457,831940127,watch
353,70,831940127,click
353,457,831940127,click
353,267,831940144,click
353,122,831940167,click
353,593,831940167,click
353,593,831940167,watch
353,144,831940193,watch
353,144,831940193,click
353,198,831940193,click
353,364,831940209,watch
353,364,831940209,click
353,454,831940220,watch
353,328,831940220,click
353,454,831940220,click
353,328,831940220,watch
353,229,831940234,click
353,367,831940260,click
353,275,831940260,click
353,340,831940286,click
353,509,831940286,click
353,9,831940313,click
353,442,831940398,click
353,330,831940409,click
353,585,831940432,click
353,353,831940468,click
353,180,831940495,watch
353,180,831940495,click
353,355,831940569,click
353,69,831940600,click
353,552,831940625,click
107,296,832003609,click
107,150,832003609,click
107,380,832003609,click
107,590,832003609,click
107,150,832003609,watch
107,380,832003609,watch
107,590,832003609,watch
107,349,832003644,watch
107,153,832003644,click
107,318,832003644,click
107,344,832003644,click
107,318,832003644,watch
107,349,832003644,click
107,329,832003678,click
107,165,832003678,click
107,316,832003678,click
107,434,832003700,click
107,161,832003700,watch
107,161,832003700,click
107,253,832003700,watch
107,253,832003700,click
107,231,832003701,click
107,292,832003754,watch
107,185,832003754,watch
107,292,832003754,click
107,185,832003754,click
107,208,832003755,click
107,110,832003811,click
107,110,832003811,watch
107,266,832003845,click
107,266,832003845,watch
107,410,832003845,click
107,111,832003891,watch
107,317,832003891,watch
107,160,832003891,watch
107,432,832003891,click
107,432,832003891,watch
107,111,832003891,click
107,317,832003891,click
107,160,832003891,click
40,150,832058854,watch
40,296,832058854,watch
40,296,832058854,click
40,590,832058854,click
40,380,832058854,click
40,590,832058854,watch
40,592,832058854,watch
40,150,832058854,click
40,592,832058854,click
40,588,832058897,watch
40,344,832058897,watch
40,165,832058897,watch
40,153,832058897,click
40,588,832058897,click
40,165,832058897,click
40,344,832058897,click
40,595,832058930,click
40,316,832058930,click
40,318,832058930,click
40,329,832058930,click
40,318,832058930,watch
40,434,832058959,click
40,1,832058959,watch
40,1,832058959,click
40,339,832058959,click
40,208,832059012,click
40,300,832059012,click
40,300,832059012,watch
40,292,832059012,click
40,110,832059053,click
40,21,832059053,click
40,21,832059053,watch
40,410,832059053,click
40,110,832059053,watch
40,34,832059080,click
40,266,832059080,watch
40,266,832059080,click
40,317,832059080,watch
40,317,832059080,click
40,34,832059080,watch
40,432,832059116,click
40,111,832059116,watch
40,111,832059116,click
40,236,832059137,click
40,236,832059137,watch
40,19,832059137,click
40,151,832059189,click
40,337,832059189,click
40,151,832059189,watch
40,435,832059189,click
40,337,832059189,watch
40,186,832059273,click
40,173,832059273,watch
40,553,832059273,watch
40,17,832059273,click
40,252,832059273,watch
40,17,832059273,watch
40,173,832059273,click
40,252,832059273,click
40,553,832059273,click
40,235,832059293,click
40,265,832059293,click
40,235,832059293,watch
40,265,832059293,watch
40,168,832059315,click
40,158,832059315,watch
40,158,832059315,click
40,62,832059339,watch
40,224,832059339,click
40,172,832059339,click
40,172,832059339,watch
40,62,832059339,click
40,224,832059339,watch
40,256,832059371,click
40,48,832059371,click
40,31,832059371,click
40,31,832059371,watch
40,223,832059371,click
40,223,832059371,watch
40,44,832059393,click
40,272,832059417,watch
40,272,832059417,click
40,230,832059458,click
40,218,832059458,watch
40,218,832059458,click
40,230,832059458,watch
40,203,832059474,watch
40,203,832059474,click
40,163,832059474,watch
40,163,832059474,click
40,431,832059493,click
40,431,832059493,watch
40,60,832059509,watch
40,60,832059509,click
40,281,832059534,watch
40,281,832059534,click
40,457,832059534,click
40,327,832059585,watch
40,351,832059585,click
40,351,832059585,watch
40,327,832059585,click
40,610,832059622,watch
40,306,832059622,click
40,267,832059622,click
40,306,832059622,watch
40,610,832059622,click
40,307,832059644,click
40,454,832059644,watch
40,364,832059644,watch
40,364,832059644,click
40,307,832059644,watch
40,454,832059644,click
40,308,832059658,click
40,308,832059658,watch
40,367,832059676,click
40,367,832059676,watch
40,107,832059716,click
40,440,832059716,click
40,440,832059716,watch
40,107,832059716,watch
40,509,832059716,click
40,616,832059734,click
40,314,832059734,watch
40,314,832059734,click
40,159,832059770,click
40,551,832059770,click
40,350,832059787,click
40,350,832059787,watch
40,353,832059840,click
40,585,832059863,click
40,421,832059863,click
40,515,832059892,click
40,46,832059892,click
40,46,832059892,watch
40,330,832059921,click
40,26,832059937,click
40,26,832059937,watch
40,312,832059952,click
40,376,832060011,click
40,491,832060059,click
40,491,832060059,watch
40,609,832060059,click
40,371,832060059,watch
40,146,832060059,click
40,609,832060059,watch
40,371,832060059,click
40,383,832060108,click
40,362,832060128,click
40,514,832060128,click
40,362,832060128,watch
40,514,832060128,watch
40,82,832060151,click
40,82,832060151,watch
40,228,832060190,click
40,199,832060204,click
40,205,832060230,click
40,205,832060230,watch
40,126,832060287,click
40,121,832060318,click
40,121,832060318,watch
40,685,832060442,watch
40,685,832060442,click
604,296,832079767,watch
604,296,832079767,click
604,344,832079796,click
604,153,832079796,click
604,588,832079796,click
604,165,832079796,click
604,165,832079796,watch
604,329,832079819,click
604,316,832079820,click
604,316,832079820,watch
604,595,832079820,click
604,434,832079851,click
604,434,832079851,watch
604,339,832079851,click
604,1,832079851,click
604,185,832079869,click
604,292,832079869,click
604,208,832079869,click
604,253,832079869,watch
604,253,832079869,click
604,185,832079869,watch
604,410,832079938,click
604,288,832079938,click
604,110,832079938,click
604,410,832079938,watch
604,288,832079938,watch
604,34,832079958,watch
604,32,832079958,watch
604,34,832079958,click
604,317,832079958,click
604,32,832079958,click
604,432,832079982,click
604,39,832079983,click
604,111,832079983,watch
604,111,832079983,click
604,315,832080050,watch
604,315,832080050,click
604,420,832080050,click
604,151,832080071,click
604,435,832080071,click
604,95,832080071,click
604,435,832080071,watch
604,95,832080071,watch
604,17,832080092,watch
604,17,832080092,click
604,173,832080093,click
604,186,832080093,click
604,261,832080111,watch
604,265,832080111,watch
604,265,832080111,click
604,261,832080111,click
604,235,832080111,click
604,196,832080111,click
604,158,832080193,watch
604,293,832080193,click
604,168,832080193,click
604,158,832080193,click
604,105,832080193,click
604,62,832080293,click
604,62,832080293,watch
604,224,832080293,click
604,172,832080293,click
604,2,832080293,watch
604,2,832080293,click
604,25,832080316,click
604,223,832080333,watch
604,237,832080333,click
604,223,832080333,click
604,272,832080355,click
604,5,832080355,click
604,277,832080355,watch
604,272,832080355,watch
604,277,832080355,click
604,6,832080355,click
604,708,832080461,click
604,273,832080545,click
604,22,832080546,click
604,328,832080561,click
604,328,832080561,watch
604,593,832080562,click
604,593,832080562,watch
604,611,832080591,click
604,188,832080591,click
604,332,832080591,click
604,611,832080591,watch
604,426,832080591,click
604,330,832080591,click
604,366,832080615,click
604,606,832080615,click
604,76,832080615,click
604,366,832080615,watch
604,76,832080615,watch
604,92,832080615,click
604,183,832080615,click
604,742,832080636,watch
604,117,832080636,click
604,742,832080636,click
604,184,832080636,click
604,220,832080636,click
604,285,832080636,watch
604,285,832080636,click
604,311,832080690,click
604,636,832080690,click
604,724,832080735,click
604,592,832080778,click
604,592,832080778,watch
604,380,832080778,click
604,300,832080799,click
604,553,832080841,click
604,553,832080841,watch
604,193,832080883,click
604,60,832080939,click
604,60,832080939,watch
604,170,832080961,click
604,112,832080961,watch
604,112,832080961,click
604,327,832080980,watch
604,327,832080980,click
604,364,832081000,watch
604,364,832081000,click
604,14,832081027,watch
604,14,832081027,click
604,454,832081027,click
604,169,832081027,click
604,454,832081027,watch
604,23,832081042,watch
604,610,832081042,click
604,23,832081042,click
604,610,832081042,watch
604,267,832081063,click
604,367,832081063,click
604,181,832081063,click
604,181,832081063,watch
604,233,832081076,click
604,177,832081105,watch
604,104,832081105,click
604,177,832081105,click
604,637,832081130,click
604,616,832081130,click
604,442,832081130,watch
604,551,832081130,click
604,442,832081130,click
604,637,832081130,watch
145,590,832105148,watch
145,296,832105148,watch
145,296,832105148,click
145,590,832105148,click
145,150,832105148,click
145,380,832105148,click
145,592,832105148,click
145,588,832105183,click
145,344,832105183,click
145,153,832105183,click
145,588,832105183,watch
145,165,832105183,click
145,316,832105216,click
145,329,832105216,click
145,595,832105216,click
145,595,832105216,watch
145,318,832105216,click
145,1,832105242,click
145,1,832105242,watch
145,434,832105242,click
145,161,832105242,watch
145,339,832105242,click
145,161,832105242,click
145,231,832105242,click
145,208,832105394,click
145,300,832105394,click
145,292,832105394,click
145,50,832105428,watch
145,50,832105428,click
145,111,832105479,watch
145,111,832105479,click
136,592,832449136,click
136,380,832449136,click
136,592,832449136,watch
136,150,832449136,click
136,590,832449136,click
136,349,832449163,click
136,165,832449163,click
136,588,832449163,click
136,165,832449163,watch
136,349,832449163,watch
136,153,832449165,click
136,595,832449197,click
136,231,832449197,click
136,329,832449197,click
136,316,832449197,click
136,10,832449222,watch
136,434,832449222,click
136,161,832449222,watch
136,10,832449222,click
136,339,832449222,watch
136,161,832449222,click
136,339,832449222,click
136,185,832449254,click
136,300,832449254,click
136,253,832449254,watch
136,208,832449254,click
136,253,832449254,click
136,292,832449254,click
136,225,832449274,click
136,225,832449274,watch
136,410,832449274,click
136,110,832449274,watch
136,110,832449274,click
136,47,832449299,watch
136,317,832449299,click
136,266,832449299,click
136,47,832449299,click
136,34,832449299,click
136,19,832449345,click
136,160,832449345,click
136,420,832449345,click
136,282,832449365,watch
136,315,832449365,click
136,435,832449365,click
136,282,832449365,click
136,432,832449365,click
136,337,832449391,watch
136,173,832449391,click
136,337,832449391,click
136,151,832449391,click
136,151,832449391,watch
136,95,832449391,watch
136,95,832449391,click
136,553,832449422,click
136,252,832449422,watch
136,252,832449422,click
136,196,832449422,click
136,235,832449454,watch
136,235,832449454,click
136,158,832449475,click
136,168,832449475,click
136,168,832449475,watch
136,256,832449501,click
136,333,832449501,click
136,256,832449501,watch
136,333,832449501,watch
136,593,832449522,click
136,62,832449522,watch
136,457,832449522,click
136,457,832449522,watch
136,62,832449522,click
136,44,832449539,click
136,276,832449560,click
136,276,832449560,watch
136,468,832449595,watch
136,227,832449595,click
136,468,832449595,click
136,277,832449595,click
136,16,832449614,click
136,273,832449614,click
136,16,832449614,watch
136,431,832449655,click
136,431,832449655,watch
136,145,832449655,click
136,216,832449683,watch
136,216,832449683,click
136,364,832449683,click
136,364,832449683,watch
136,234,832449683,click
136,280,832449705,watch
136,454,832449705,click
136,280,832449705,click
136,413,832449705,click
136,207,832449705,watch
136,207,832449705,click
136,367,832449729,watch
136,367,832449729,click
136,170,832449755,click
136,338,832449755,click
136,170,832449755,watch
136,248,832449755,click
136,440,832449786,click
136,327,832449786,click
136,440,832449786,watch
136,195,832449838,watch
136,23,832449838,watch
136,23,832449838,click
136,195,832449838,click
136,267,832449858,watch
136,442,832449858,click
136,267,832449858,click
136,350,832449883,click
136,122,832449883,click
136,350,832449883,watch
136,551,832449883,click
136,198,832449909,click
136,15,832449934,click
136,353,832449934,click
136,353,832449934,watch
136,15,832449934,watch
136,328,832449964,click
136,177,832449964,click
136,132,832449989,click
136,174,832449989,click
136,637,832449989,click
136,637,832449989,watch
136,688,832450005,click
136,416,832450005,click
136,355,832450037,click
136,471,832450058,click
136,471,832450058,watch
136,93,832450076,watch
136,552,832450076,click
136,93,832450076,click
136,340,832450093,click
136,340,832450093,watch
136,274,832451478,click
136,274,832451478,watch
136,491,832451522,watch
136,491,832451522,click
136,188,832451540,click
136,188,832451540,watch
130,592,832589516,click
130,380,832589516,click
130,590,832589516,click
130,150,832589516,click
130,150,832589516,watch
130,296,832589516,click
130,296,832589516,watch
130,588,832589546,click
130,153,832589546,click
130,165,832589546,watch
130,165,832589546,click
130,153,832589546,watch
130,344,832589546,click
130,344,832589546,watch
130,349,832589546,click
130,329,832589583,click
130,316,832589583,click
130,318,832589583,click
130,318,832589583,watch
130,231,832589583,watch
130,595,832589583,click
130,231,832589583,click
130,1,832589610,click
130,339,832589610,click
130,339,832589610,watch
130,434,832589610,click
130,161,832589610,watch
130,161,832589610,click
130,208,832589634,click
130,185,832589634,click
130,300,832589634,click
130,292,832589635,click
130,253,832589635,click
130,292,832589635,watch
130,253,832589635,watch
130,110,832589660,click
130,225,832589660,click
130,225,832589660,watch
130,110,832589660,watch
130,410,832589660,click
130,410,832589660,watch
130,317,832589692,click
444,380,832668242,watch
444,296,832668242,watch
444,380,832668242,click
444,296,832668242,click
444,344,832668784,click
444,595,832669131,click
444,595,832669131,watch
444,208,832669862,click
444,185,832669862,click
444,300,832669863,click
444,110,832670075,watch
444,110,832670075,click
444,21,832670075,watch
444,21,832670075,click
444,47,832670399,watch
444,47,832670399,click
444,50,832670838,click
444,50,832670838,watch
444,111,832671475,click
444,111,832671475,watch
444,173,832671553,click
444,593,832672087,watch
444,593,832672087,click
444,235,832672088,watch
444,235,832672088,click
444,265,832673916,watch
444,265,832673916,click
444,555,832676499,click
444,555,832676499,watch
444,6,832677558,watch
444,6,832677558,click
444,273,832678415,click
444,16,832678415,click
444,273,832678415,watch
444,16,832678415,watch
444,367,832678513,click
444,367,832678513,watch
444,58,832679295,watch
444,431,832679295,click
444,431,832679295,watch
444,58,832679295,click
444,509,832679824,watch
444,509,832679824,click
444,350,832682395,click
444,353,832682839,watch
444,353,832682839,click
284,296,832695048,watch
284,592,832695048,click
284,590,832695048,watch
284,296,832695048,click
284,592,832695048,watch
284,380,832695048,watch
284,380,832695048,click
284,150,832695048,click
284,590,832695048,click
284,344,832695146,watch
284,165,832695146,watch
284,588,832695146,watch
284,153,832695146,click
284,165,832695146,click
284,349,832695146,click
284,588,832695146,click
284,344,832695146,click
284,231,832695208,click
284,318,832695208,click
284,329,832695208,click
284,231,832695208,watch
284,316,832695208,watch
284,595,832695208,click
284,595,832695208,watch
284,318,832695208,watch
284,316,832695208,click
284,589,832695327,watch
284,589,832695327,click
284,356,832695327,watch
284,104,832695327,click
284,356,832695327,click
284,353,832695327,click
284,104,832695327,watch
284,47,832695534,click
284,736,832695534,watch
284,736,832695534,click
284,2,832699451,click
284,10,832699451,watch
284,2,832699451,watch
284,10,832699451,click
284,377,832699616,watch
284,110,832699616,click
284,457,832699616,watch
284,377,832699616,click
284,457,832699616,click
284,110,832699616,watch
284,474,832699616,click
284,474,832699616,watch
284,480,832699656,click
284,376,832699656,watch
284,376,832699656,click
284,480,832699656,watch
284,552,832699656,click
284,442,832699673,watch
284,95,832699673,watch
284,434,832699673,click
284,95,832699673,click
284,442,832699673,click
284,434,832699673,watch
284,145,832699698,click
284,338,832699723,watch
284,338,832699723,click
284,32,832699723,watch
284,32,832699723,click
284,704,832699760,click
284,208,832699760,click
284,21,832699760,click
284,208,832699760,watch
284,15,832699795,watch
284,485,832699795,click
284,112,832699795,watch
284,15,832699795,click
284,112,832699795,click
284,173,832699863,click
284,173,832699863,watch
284,303,832699864,click
284,303,832699864,watch
284,44,832699890,click
284,172,832699890,click
284,327,832699947,watch
284,327,832699947,click
284,357,832786307,click
284,367,832786307,click
284,357,832786307,watch
284,367,832786307,watch
284,440,832786307,click
284,440,832786307,watch
284,500,832786349,click
284,235,832786349,click
284,410,832786349,click
284,500,832786349,watch
284,348,832786406,watch
284,433,832786406,click
284,348,832786406,click
284,370,832786406,click
284,248,832786436,click
284,539,832786436,watch
284,585,832786436,click
284,539,832786436,click
284,585,832786436,watch
284,248,832786436,watch
284,339,832786477,click
284,252,832786477,click
284,223,832786477,watch
284,339,832786477,watch
284,252,832786477,watch
284,223,832786477,click
284,333,832786529,click
284,520,832786529,click
284,333,832786529,watch
284,224,832786529,click
284,355,832786599,click
284,415,832786827,click
284,216,832786827,click
284,216,832786827,watch
284,39,832786975,click
284,19,832786975,click
284,435,832786975,watch
284,19,832786975,watch
284,435,832786975,click
284,420,832786975,click
284,432,832786975,click
284,256,832787043,click
284,236,832787043,watch
284,236,832787043,click
284,186,832787043,watch
284,186,832787043,click
284,237,832787106,click
284,276,832787106,click
284,237,832787106,watch
284,342,832787162,click
284,413,832787162,click
284,413,832787162,watch
284,267,832787208,click
284,267,832787208,watch
284,351,832787208,click
284,255,832787305,click
284,275,832787305,click
284,637,832787305,watch
284,637,832787305,click
536,150,832839783,watch
536,150,832839783,click
536,592,832839783,click
536,590,832839783,click
536,349,832839804,watch
536,165,832839804,click
536,349,832839804,click
536,329,832839820,click
536,434,832839829,watch
536,434,832839829,click
536,300,832839848,watch
536,300,832839848,click
536,225,832839862,watch
536,110,832839862,click
536,225,832839862,click
536,110,832839862,watch
536,593,832839896,watch
536,593,832839896,click
536,315,832839896,click
536,457,832839906,click
536,261,832839938,watch
536,261,832839938,click
536,276,832839990,click
536,454,832839990,watch
536,454,832839990,click
536,272,832840002,click
536,272,832840002,watch
536,350,832840061,click
536,45,832840081,watch
536,45,832840081,click
